OrthoGroup	lnL
OG0007285	-1189.100169
OG0007286	-1158.806497
OG0007288	-1310.14701
OG0007289	-700.623761
OG0007290	-697.125826
OG0007292	-1251.721643
OG0007293	-708.960778
OG0007294	-675.980445
OG0007295	-982.503537
OG0007296	-888.271535
OG0007299	-1120.903206
OG0007300	-510.542929
OG0007301	-2921.689335
OG0007302	-1633.719279
OG0007303	-770.695642
OG0007304	-767.107218
OG0007305	-1427.759859
OG0007306	-1047.5554
OG0007307	-756.958446
OG0007308	-725.719119
OG0007309	-544.218037
OG0007310	-426.712525
OG0007311	-296.670933
OG0007312	-763.77797
OG0007313	-1569.526964
OG0007314	-624.621416
OG0007315	-550.837943
OG0007316	-723.871944
OG0007317	-944.242626
OG0007318	-1079.68246
OG0007319	-768.994774
OG0007320	-861.603547
OG0007321	-1525.901715
OG0007322	-936.082318
OG0007324	-495.297395
OG0007325	-904.842901
OG0007327	-420.368668
OG0007329	-1881.337918
OG0007330	-795.974885
OG0007331	-656.748023
OG0007332	-748.970027
OG0007333	-488.771786
OG0007334	-698.720917
OG0007335	-1064.115366
OG0007336	-391.911898
OG0007338	-605.068263
OG0007339	-489.969354
OG0007340	-541.063321
OG0007341	-1300.428758
OG0007342	-673.94333
OG0007343	-929.287448
OG0007344	-1548.42959
OG0007345	-732.917248
OG0007346	-707.454914
OG0007347	-955.983562
OG0007348	-706.330296
OG0007350	-537.248773
OG0007351	-1176.075261
OG0007352	-1413.768517
OG0007353	-1447.47823
OG0007354	-1147.476334
OG0007355	-979.30165
OG0007356	-819.359287
OG0007357	-1015.022942
OG0007358	-909.465942
OG0007359	-2626.413189
OG0007360	-1319.917041
OG0007361	-1475.192931
OG0007362	-1290.0866
OG0007363	-1445.869164
OG0007365	-1098.86012
OG0007366	-578.99055
OG0007367	-785.233163
OG0007368	-914.826741
OG0007369	-643.346728
OG0007370	-619.036666
OG0007371	-1752.598878
OG0007373	-858.155743
OG0007374	-734.85479
OG0007376	-1522.894591
OG0007377	-1254.928204
OG0007378	-1035.457456
OG0007379	-795.516435
OG0007381	-1578.451795
OG0007382	-740.405605
OG0007383	-1157.831643
OG0007384	-762.2995
OG0007385	-726.075715
OG0007386	-498.49453
OG0007387	-1081.154186
OG0007388	-1397.685781
OG0007389	-1353.902756
OG0007390	-645.244856
OG0007391	-893.87329
OG0007392	-235.942546
OG0007393	-818.884607
OG0007394	-1039.575717
OG0007395	-1094.776021
OG0007396	-455.852027
OG0007397	-953.327697
OG0007398	-1324.134195
OG0007400	-717.557412
OG0007401	-745.5225
OG0007402	-1591.747368
OG0007403	-1515.697277
OG0007404	-1708.854293
OG0007405	-959.077299
OG0007406	-583.942368
OG0007407	-488.855359
OG0007408	-449.818675
OG0007411	-608.125213
OG0007412	-827.519503
OG0007413	-1370.473731
OG0007414	-3827.669914
OG0007415	-811.45717
OG0007416	-774.663701
OG0007417	-687.684614
OG0007418	-2233.795455
OG0007419	-2250.541392
OG0007420	-1524.807307
OG0007421	-1817.254572
OG0007423	-1500.916429
OG0007424	-877.650602
OG0007425	-642.858986
OG0007426	-1595.942976
OG0007427	-1275.433318
OG0007428	-927.336727
OG0007429	-1959.252198
OG0007430	-771.059995
OG0007432	-855.061549
OG0007433	-769.300724
OG0007434	-2655.261897
OG0007435	-722.780237
OG0007436	-636.938976
OG0007437	-795.117367
OG0007438	-854.389208
OG0007439	-426.523945
OG0007440	-2280.795555
OG0007441	-1665.19316
OG0007442	-1486.828727
OG0007443	-1315.237121
OG0007444	-3038.711506
OG0007445	-1206.756217
OG0007446	-756.819474
OG0007447	-974.768114
OG0007448	-1750.904639
OG0007449	-940.164334
OG0007450	-1066.429984
OG0007451	-169.361212
OG0007452	-1268.732085
OG0007453	-987.248616
OG0007454	-3036.067932
OG0007455	-782.333191
OG0007457	-726.634606
OG0007458	-1070.678642
OG0007459	-1702.845865
OG0007461	-1268.989397
OG0007462	-1173.693888
OG0007463	-455.104505
OG0007465	-1550.900631
OG0007466	-460.397401
OG0007467	-2983.032895
OG0007470	-867.000404
OG0007471	-1834.866855
OG0007472	-654.016955
OG0007473	-2424.330567
OG0007474	-2260.738381
OG0007475	-1463.550442
OG0007476	-1180.891293
OG0007477	-1049.339689
OG0007478	-439.63764
OG0007479	-1674.687279
OG0007480	-927.550784
OG0007482	-1144.43721
OG0007483	-746.904606
OG0007484	-1496.017345
OG0007485	-929.352737
OG0007486	-1147.807026
OG0007487	-1360.357308
OG0007488	-1570.005719
OG0007490	-1081.894371
OG0007491	-1824.284299
OG0007492	-1706.263207
OG0007493	-796.829708
OG0007494	-1384.461255
OG0007495	-743.788311
OG0007496	-1582.244584
OG0007497	-1050.922352
OG0007498	-522.053887
OG0007499	-839.085118
OG0007500	-871.23179
OG0007501	-1704.765423
OG0007502	-2273.590622
OG0007503	-2234.288059
OG0007504	-602.751438
OG0007505	-495.051577
OG0007506	-842.386065
OG0007507	-646.021396
OG0007508	-1683.517074
OG0007509	-908.599121
OG0007511	-865.520239
OG0007512	-1788.320287
OG0007513	-890.317239
OG0007514	-578.18604
OG0007517	-1485.948007
OG0007518	-865.147679
OG0007519	-1351.814799
OG0007520	-1241.985044
OG0007521	-427.336354
OG0007522	-1049.022749
OG0007523	-1158.036895
OG0007525	-1131.692119
OG0007526	-1496.077289
OG0007527	-1019.197863
OG0007528	-1663.10894
OG0007529	-1991.488337
OG0007530	-2641.115749
OG0007531	-1547.633978
OG0007532	-1171.547744
OG0007533	-1723.358582
OG0007534	-938.903325
OG0007535	-1481.962176
OG0007536	-1579.774721
OG0007537	-801.415098
OG0007538	-992.954198
OG0007539	-2199.868239
OG0007541	-870.733138
OG0007542	-1697.855326
OG0007545	-1623.030297
OG0007546	-1946.670091
OG0007547	-1016.420565
OG0007548	-1028.144478
OG0007549	-1669.674076
OG0007550	-2552.882516
OG0007551	-1721.117577
OG0007552	-1510.032185
OG0007553	-411.076307
OG0007555	-781.341451
OG0007556	-959.959666
OG0007557	-510.086244
OG0007560	-1454.795066
OG0007561	-730.856313
OG0007562	-1437.614174
OG0007563	-913.285429
OG0007564	-895.057727
OG0007565	-589.758335
OG0007566	-1062.445066
OG0007567	-1508.05614
OG0007568	-1351.595398
OG0007569	-1075.262608
OG0007570	-692.321698
OG0007571	-1045.397238
OG0007573	-3258.192196
OG0007574	-737.567936
OG0007575	-709.69357
OG0007576	-417.301528
OG0007578	-1263.455907
OG0007579	-940.681337
OG0007580	-610.1173
OG0007581	-1941.010504
OG0007582	-474.3058
OG0007584	-715.485456
OG0007585	-924.934855
OG0007586	-992.432384
OG0007587	-776.886296
OG0007589	-2177.663911
OG0007590	-1197.26993
OG0007591	-2539.63433
OG0007592	-3718.501591
OG0007593	-737.338834
OG0007594	-2086.262334
OG0007595	-745.103377
OG0007596	-592.050295
OG0007597	-690.116674
OG0007598	-1998.89689
OG0007600	-972.219768
OG0007601	-1366.529167
OG0007602	-742.180697
OG0007603	-1403.502783
OG0007604	-559.614549
OG0007607	-727.134164
OG0007608	-814.93784
OG0007609	-839.313271
OG0007610	-2167.548649
OG0007611	-1246.335894
OG0007612	-2351.241165
OG0007613	-940.589129
OG0007614	-751.621039
OG0007615	-671.32879
OG0007616	-634.824355
OG0007617	-2400.527508
OG0007618	-426.573903
OG0007620	-1999.721618
OG0007621	-952.478174
OG0007622	-819.845859
OG0007624	-902.944587
OG0007625	-865.556877
OG0007626	-510.218467
OG0007627	-2107.246106
OG0007628	-1285.092244
OG0007629	-770.845499
OG0007630	-810.953636
OG0007631	-714.956888
OG0007632	-537.576426
OG0007633	-953.462304
OG0007634	-515.352277
OG0007635	-410.364337
OG0007636	-637.178731
OG0007637	-975.267043
OG0007638	-3692.789404
OG0007639	-826.746832
OG0007640	-1998.412911
OG0007641	-495.150413
OG0007643	-1444.942398
OG0007644	-2191.469675
OG0007645	-893.066155
OG0007646	-1051.96582
OG0007647	-482.612179
OG0007648	-970.759824
OG0007649	-3437.777835
OG0007650	-934.464648
OG0007651	-873.164564
OG0007652	-893.790086
OG0007653	-1241.088851
OG0007654	-3307.167636
OG0007655	-2994.436092
OG0007656	-669.979049
OG0007657	-804.253965
OG0007658	-474.401431
OG0007659	-469.602649
OG0007660	-1042.051929
OG0007661	-992.885413
OG0007662	-601.764266
OG0007664	-1271.866156
OG0007665	-884.73134
OG0007666	-925.89823
OG0007667	-1134.372511
OG0007668	-1081.984777
OG0007669	-600.624584
OG0007670	-956.56188
OG0007671	-791.81402
OG0007672	-798.102129
OG0007673	-1724.072798
OG0007674	-1043.837312
OG0007675	-699.933942
OG0007676	-1336.198949
OG0007677	-1064.573041
OG0007678	-767.092711
OG0007679	-1981.318629
OG0007680	-858.809787
OG0007681	-767.720815
OG0007682	-537.903107
OG0007683	-2154.083006
OG0007684	-1404.938605
OG0007685	-721.196707
OG0007686	-492.60089
OG0007687	-1333.100011
OG0007688	-1229.073113
OG0007689	-1079.984721
OG0007690	-668.421863
OG0007691	-1966.258673
OG0007692	-770.404863
OG0007695	-1553.131774
OG0007696	-2327.84867
OG0007697	-2511.424679
OG0007698	-906.52617
OG0007699	-870.581743
OG0007700	-1969.705768
OG0007701	-1556.138823
OG0007705	-1138.232631
OG0007706	-2218.301855
OG0007707	-919.528351
OG0007708	-1223.459219
OG0007709	-697.61558
OG0007710	-4965.571646
OG0007711	-1205.612609
OG0007712	-1373.457688
OG0007713	-767.604678
OG0007714	-1621.47449
OG0007715	-1274.837494
OG0007716	-435.616459
OG0007717	-716.521362
OG0007718	-931.279136
OG0007719	-824.708919
OG0007720	-1159.10061
OG0007721	-1572.138391
OG0007722	-1323.36912
OG0007723	-831.489506
OG0007724	-877.233328
OG0007725	-662.059038
OG0007726	-1003.968197
OG0007727	-1090.092259
OG0007728	-2290.542128
OG0007729	-665.094267
OG0007730	-998.363105
OG0007733	-1706.385631
OG0007734	-879.530683
OG0007735	-1358.555781
OG0007736	-751.392144
OG0007737	-610.372715
OG0007739	-766.944994
OG0007741	-1133.318681
OG0007742	-624.245453
OG0007743	-2241.767183
OG0007744	-1424.850089
OG0007745	-1241.933996
OG0007746	-1048.396489
OG0007747	-1217.953712
OG0007748	-642.304247
OG0007749	-1607.655072
OG0007750	-2023.104885
OG0007751	-1015.325618
OG0007752	-505.612549
OG0007753	-1711.171258
OG0007754	-3054.993689
OG0007755	-1394.588331
OG0007756	-598.196253
OG0007757	-667.175876
OG0007758	-2510.674316
OG0007759	-1547.966635
OG0007760	-853.354494
OG0007761	-513.656457
OG0007762	-565.923996
OG0007763	-2271.053105
OG0007764	-2258.790636
OG0007766	-1032.302354
OG0007767	-3213.435103
OG0007768	-1956.63612
OG0007769	-926.126789
OG0007770	-675.342414
OG0007771	-1243.364466
OG0007772	-1026.273535
OG0007773	-2250.829637
OG0007775	-1395.239886
OG0007776	-873.869219
OG0007777	-454.292221
OG0007778	-1013.391931
OG0007779	-953.864216
OG0007780	-2766.2397
OG0007781	-1565.002154
OG0007782	-456.443916
OG0007783	-928.457103
OG0007784	-1383.073378
OG0007785	-868.169573
OG0007786	-678.348281
OG0007787	-407.301235
OG0007788	-594.195327
OG0007789	-2038.601996
OG0007790	-184.364738
OG0007791	-609.845862
OG0007792	-731.586206
OG0007793	-1158.000261
OG0007794	-1148.902515
OG0007795	-1043.284028
OG0007796	-636.594123
OG0007797	-1547.686582
OG0007798	-758.13521
OG0007800	-519.690109
OG0007801	-652.832717
OG0007802	-1102.126261
OG0007804	-1797.810354
OG0007805	-756.005136
OG0007806	-403.500631
OG0007808	-1419.68999
OG0007809	-1521.520166
OG0007810	-398.964701
OG0007811	-788.082919
OG0007812	-1194.352982
OG0007813	-1151.498011
OG0007814	-734.873752
OG0007816	-1494.105055
OG0007817	-793.760442
OG0007818	-837.606669
OG0007820	-614.142663
OG0007821	-2566.936685
OG0007822	-569.22484
OG0007823	-3141.379559
OG0007824	-1110.758779
OG0007826	-1516.583483
OG0007827	-1522.996705
OG0007828	-1215.312734
OG0007829	-1188.363747
OG0007830	-739.31417
OG0007832	-1270.167268
OG0007833	-1822.809976
OG0007834	-593.802996
OG0007835	-2316.424781
OG0007836	-576.523015
OG0007837	-1620.971289
OG0007838	-1990.629377
OG0007839	-859.981712
OG0007840	-2409.503599
OG0007841	-1899.223065
OG0007842	-530.244287
OG0007843	-655.304936
OG0007844	-3613.544312
OG0007845	-909.838711
OG0007846	-1555.334711
OG0007847	-1492.05584
OG0007849	-1022.294315
OG0007850	-1288.34213
OG0007851	-635.111318
OG0007852	-836.157256
OG0007853	-1440.835498
OG0007854	-659.402268
OG0007855	-690.443141
OG0007856	-1068.242606
OG0007857	-590.198065
OG0007858	-768.445025
OG0007859	-946.976791
OG0007860	-1622.436511
OG0007861	-2926.527783
OG0007862	-1911.327963
OG0007863	-1732.855174
OG0007864	-1347.656798
OG0007865	-1137.756021
OG0007868	-605.832094
OG0007869	-1308.375725
OG0007870	-2125.464519
OG0007871	-540.931495
OG0007872	-972.490916
OG0007873	-567.335735
OG0007874	-1032.131239
OG0007876	-3686.679271
OG0007878	-681.254148
OG0007879	-676.649854
OG0007880	-514.844974
OG0007881	-889.73885
OG0007882	-649.730586
OG0007883	-459.885642
OG0007885	-848.284609
OG0007886	-915.124819
OG0007887	-1152.036851
OG0007888	-1156.525504
OG0007889	-1252.99429
OG0007890	-424.894053
OG0007891	-1228.190731
OG0007892	-492.373117
OG0007893	-1926.895939
OG0007894	-841.946353
OG0007895	-529.147521
OG0007896	-420.679245
OG0007897	-1386.175723
OG0007898	-930.43451
OG0007899	-2581.945362
OG0007900	-3038.908967
OG0007901	-1031.895068
OG0007902	-630.166628
OG0007903	-944.064382
OG0007905	-650.100295
OG0007906	-911.9438
OG0007907	-1485.45352
OG0007908	-524.960807
OG0007909	-539.357697
OG0007910	-1654.531811
OG0007911	-881.392417
OG0007912	-1653.085297
OG0007913	-1385.360394
OG0007914	-2278.733398
OG0007915	-853.909027
OG0007916	-791.811773
OG0007917	-1003.045494
OG0007918	-533.726677
OG0007919	-473.034629
OG0007920	-1190.28416
OG0007921	-2074.953246
OG0007922	-944.672015
OG0007923	-1163.805629
OG0007924	-987.665622
OG0007925	-1420.975028
OG0007927	-838.410836
OG0007928	-1142.631306
OG0007929	-1759.216357
OG0007930	-1815.875764
OG0007931	-1158.985037
OG0007932	-2486.161079
OG0007933	-668.041894
OG0007934	-3200.978539
OG0007935	-1690.791388
OG0007936	-751.305889
OG0007937	-571.73275
OG0007938	-2271.839137
OG0007939	-1282.443553
OG0007940	-1503.514399
OG0007941	-652.523584
OG0007942	-769.361989
OG0007943	-2834.73617
OG0007944	-1612.385127
OG0007945	-1485.414807
OG0007946	-618.609874
OG0007947	-1252.42097
OG0007948	-822.29558
OG0007949	-1292.798144
OG0007950	-1114.684744
OG0007951	-2796.794744
OG0007952	-685.156473
OG0007953	-2135.793421
OG0007954	-1750.346172
OG0007955	-3204.585683
OG0007956	-1657.351281
OG0007957	-365.617293
OG0007958	-1385.721541
OG0007959	-809.283984
OG0007960	-2973.655569
OG0007963	-718.46296
OG0007964	-3586.097174
OG0007965	-529.702346
OG0007966	-3609.066746
OG0007967	-2004.091605
OG0007968	-655.186233
OG0007969	-578.379426
OG0007970	-1826.374163
OG0007972	-648.890057
OG0007973	-1773.105243
OG0007974	-902.858697
OG0007975	-2968.820211
OG0007976	-582.061006
OG0007977	-628.78986
OG0007978	-1706.222346
OG0007979	-605.609775
OG0007980	-1822.821551
OG0007981	-553.162195
OG0007982	-929.254165
OG0007983	-715.188719
OG0007984	-925.387922
OG0007985	-2444.046682
OG0007986	-1863.267465
OG0007987	-1432.545688
OG0007988	-591.498879
OG0007989	-2392.929572
OG0007990	-389.249393
OG0007991	-2090.52824
OG0007992	-2130.130778
OG0007993	-599.299332
OG0007994	-1921.743934
OG0007995	-2192.264318
OG0007997	-432.928452
OG0007998	-1177.999148
OG0007999	-456.902177
OG0008000	-856.890159
OG0008001	-626.040586
OG0008002	-1113.218979
OG0008003	-1033.523667
OG0008004	-826.279599
OG0008006	-4190.115712
OG0008007	-1539.511884
OG0008008	-609.627295
OG0008009	-1869.554128
OG0008010	-1057.281813
OG0008011	-1527.321765
OG0008012	-2056.481796
OG0008013	-2161.589199
OG0008014	-445.970174
OG0008015	-1712.688674
OG0008016	-1067.39357
OG0008017	-662.891569
OG0008018	-1244.095431
OG0008019	-1707.573504
OG0008020	-550.007312
OG0008021	-404.91931
OG0008022	-686.68468
OG0008023	-2077.945803
OG0008024	-572.246638
OG0008025	-1273.400264
OG0008026	-1704.410233
OG0008027	-1131.345444
OG0008028	-1474.835466
OG0008029	-1521.961516
OG0008031	-2947.120931
OG0008032	-685.85814
OG0008033	-461.183446
OG0008034	-809.495657
OG0008035	-1863.818236
OG0008036	-1558.700921
OG0008037	-952.10157
OG0008038	-770.450428
OG0008039	-1569.250964
OG0008040	-1008.282555
OG0008041	-993.395837
OG0008042	-500.118985
OG0008043	-1526.939335
OG0008044	-2222.569694
OG0008046	-1257.742226
OG0008047	-1138.933835
OG0008048	-1132.368601
OG0008049	-1833.61268
OG0008050	-1375.993769
OG0008051	-2508.685169
OG0008052	-1000.206187
OG0008053	-1078.074007
OG0008054	-1216.652382
OG0008055	-456.644338
OG0008056	-1281.252723
OG0008057	-502.082414
OG0008058	-1329.904171
OG0008059	-525.582086
OG0008061	-1402.182147
OG0008062	-1091.267962
OG0008063	-429.71688
OG0008065	-1063.06839
OG0008066	-370.325381
OG0008067	-938.813811
OG0008068	-759.822011
OG0008069	-1104.618403
OG0008070	-675.115579
OG0008071	-437.29411
OG0008072	-1316.677766
OG0008073	-1880.298091
OG0008074	-573.435654
OG0008075	-712.737402
OG0008076	-837.723583
OG0008077	-751.993434
OG0008078	-757.05285
OG0008079	-602.304738
OG0008080	-1110.602797
OG0008081	-557.343509
OG0008082	-2477.220316
OG0008083	-1277.62435
OG0008084	-1047.245676
OG0008085	-1002.245985
OG0008086	-649.164839
OG0008087	-500.422163
OG0008088	-3136.652824
OG0008089	-832.588088
OG0008090	-1975.280049
OG0008091	-748.547998
OG0008092	-677.945132
OG0008093	-1127.245498
OG0008094	-1179.894138
OG0008095	-691.842196
OG0008096	-667.171449
OG0008097	-2943.544007
OG0008098	-820.427583
OG0008099	-3017.843545
OG0008100	-833.926462
OG0008101	-723.465099
OG0008102	-1253.458489
OG0008103	-1223.699029
OG0008104	-1478.906496
OG0008105	-478.005561
OG0008106	-539.707046
OG0008107	-804.210101
OG0008108	-702.930791
OG0008109	-476.262853
OG0008110	-653.591234
OG0008111	-600.480352
OG0008112	-700.065909
OG0008113	-423.541474
OG0008114	-667.97745
OG0008115	-1999.614653
OG0008116	-447.765455
OG0008117	-825.57072
OG0008118	-1763.051325
OG0008119	-2310.639756
OG0008120	-1287.130179
OG0008122	-1237.314863
OG0008123	-5958.532805
OG0008124	-546.62554
OG0008126	-3447.302894
OG0008127	-1776.725217
OG0008128	-1122.327981
OG0008129	-1668.327655
OG0008131	-1802.574019
OG0008132	-498.324094
OG0008134	-739.02848
OG0008135	-1324.431004
OG0008137	-1232.136059
OG0008138	-1126.540412
OG0008139	-893.979867
OG0008140	-2310.52462
OG0008141	-627.210619
OG0008142	-624.664237
OG0008143	-1709.726222
OG0008144	-879.638931
OG0008146	-2444.8163
OG0008147	-478.408486
OG0008148	-779.089644
OG0008149	-450.91935
OG0008150	-455.902373
OG0008152	-2382.997108
OG0008153	-2934.944425
OG0008154	-1006.224352
OG0008155	-942.379787
OG0008156	-911.364028
OG0008158	-496.46311
OG0008160	-975.338659
OG0008161	-1060.358561
OG0008162	-1023.615621
OG0008163	-664.035111
OG0008164	-4048.180049
OG0008165	-3495.261098
OG0008166	-591.908576
OG0008167	-979.137603
OG0008168	-880.781081
OG0008169	-1382.482984
OG0008170	-975.40355
OG0008171	-1703.150189
OG0008172	-1800.705492
OG0008173	-608.001899
OG0008174	-1687.987795
OG0008176	-1525.498655
OG0008177	-2633.724687
OG0008178	-1347.603316
OG0008179	-1779.95009
OG0008180	-1030.277181
OG0008181	-389.636913
OG0008182	-4973.095468
OG0008183	-1843.312314
OG0008185	-1181.940443
OG0008186	-2496.509806
OG0008187	-1291.688786
OG0008188	-1070.797995
OG0008189	-2255.669036
OG0008190	-896.398728
OG0008191	-3600.84329
OG0008192	-762.168846
OG0008193	-1124.316567
OG0008194	-1604.698191
OG0008195	-1004.891079
OG0008196	-1102.05725
OG0008197	-1164.162108
OG0008198	-572.492795
OG0008199	-2313.532521
OG0008200	-834.142378
OG0008202	-733.410628
OG0008203	-446.769523
OG0008204	-618.528593
OG0008205	-1040.059114
OG0008206	-3349.136385
OG0008207	-1005.839405
OG0008208	-1351.482142
OG0008209	-2250.131733
OG0008210	-1268.099106
OG0008211	-1248.855987
OG0008212	-2530.712106
OG0008213	-2773.304412
OG0008214	-1266.143016
OG0008215	-1153.310601
OG0008216	-1835.559556
OG0008217	-540.772109
OG0008218	-833.198095
OG0008219	-430.294626
OG0008220	-1183.284736
OG0008221	-1053.6671
OG0008222	-1442.418414
OG0008223	-767.859462
OG0008224	-1898.20782
OG0008225	-461.876522
OG0008226	-1049.987182
OG0008227	-2964.646691
OG0008228	-759.654925
OG0008230	-3752.944164
OG0008231	-1410.810492
OG0008232	-1587.455619
OG0008233	-697.172986
OG0008235	-534.354899
OG0008236	-844.582377
OG0008237	-867.854341
OG0008238	-620.471889
OG0008239	-621.197697
OG0008240	-1458.284589
OG0008241	-1174.064542
OG0008242	-470.62976
OG0008243	-1827.788829
OG0008244	-1480.985037
OG0008245	-1118.365771
OG0008246	-1652.373934
OG0008247	-4582.477848
OG0008248	-1451.411124
OG0008250	-645.689259
OG0008251	-885.81348
OG0008252	-1771.154614
OG0008253	-754.112435
OG0008255	-1208.853663
OG0008256	-2050.98145
OG0008257	-1521.127889
OG0008258	-560.953552
OG0008259	-1002.035393
OG0008260	-1109.747202
OG0008261	-1624.061457
OG0008262	-505.782414
OG0008263	-3565.414985
OG0008265	-1339.214564
OG0008267	-1376.09279
OG0008268	-1153.611087
OG0008269	-1085.188919
OG0008270	-485.912894
OG0008271	-767.741272
OG0008272	-2175.869343
OG0008273	-785.708926
OG0008274	-1125.057228
OG0008276	-1112.333201
OG0008279	-3321.360355
OG0008280	-1254.9179
OG0008281	-1695.173257
OG0008282	-1088.232106
OG0008283	-642.657032
OG0008284	-1047.855823
OG0008285	-1115.500852
OG0008286	-874.230712
OG0008287	-3322.042901
OG0008288	-1795.538613
OG0008289	-474.385938
OG0008290	-1420.598332
