OrthoGroup	lnL
OG0007180	-562.550759
OG0007181	-1402.446315
OG0007182	-4491.000675
OG0007183	-615.610756
OG0007184	-1221.021426
OG0007185	-1975.87287
OG0007186	-863.46684
OG0007187	-1174.652762
OG0007188	-438.905252
OG0007189	-816.364654
OG0007190	-156.562872
OG0007192	-1536.974717
OG0007193	-697.612745
OG0007194	-577.445372
OG0007195	-763.895641
OG0007196	-1613.065818
OG0007197	-844.45073
OG0007202	-652.626701
OG0007203	-824.599286
OG0007205	-708.177233
OG0007206	-574.270859
OG0007207	-537.314919
OG0007208	-520.607988
OG0007209	-3017.076082
OG0007210	-1226.822096
OG0007211	-1129.381311
OG0007212	-446.918759
OG0007213	-547.297488
OG0007214	-455.317203
OG0007216	-1304.787457
OG0007217	-1249.603942
OG0007218	-653.458962
OG0007219	-820.176647
OG0007220	-282.640778
OG0007221	-851.520182
OG0007222	-2768.116594
OG0007223	-1439.595317
OG0007225	-1167.798269
OG0007226	-587.880986
OG0007227	-1675.187265
OG0007228	-527.043945
OG0007230	-1333.885689
OG0007232	-1087.79037
OG0007233	-769.839254
OG0007234	-650.911836
OG0007235	-614.20201
OG0007236	-913.822444
OG0007237	-511.314986
OG0007238	-797.998145
OG0007239	-931.849526
OG0007240	-496.686174
OG0007241	-686.377217
OG0007242	-1123.064317
OG0007243	-537.465711
OG0007244	-1164.135757
OG0007245	-492.111144
OG0007246	-1196.832603
OG0007247	-992.694245
OG0007248	-450.368245
OG0007249	-1821.639172
OG0007252	-803.139668
OG0007253	-824.105069
OG0007254	-790.179444
OG0007255	-611.905235
OG0007257	-1288.141519
OG0007258	-647.719223
OG0007259	-716.335527
OG0007260	-702.668331
OG0007261	-3277.661681
OG0007262	-1208.082416
OG0007263	-762.172826
OG0007264	-454.709991
OG0007266	-883.763196
OG0007267	-988.187288
OG0007268	-480.042331
OG0007269	-680.119429
OG0007270	-664.244606
OG0007271	-1121.615828
OG0007272	-5776.414029
OG0007273	-2138.575624
OG0007274	-716.057163
OG0007275	-828.105558
OG0007276	-530.402453
OG0007277	-783.214445
OG0007279	-416.86338
OG0007281	-953.211319
OG0007282	-705.636069
OG0007283	-1069.196777
OG0007284	-715.529393
OG0007285	-1189.088352
OG0007286	-1151.058446
OG0007288	-1309.240483
OG0007289	-700.230433
OG0007290	-697.11972
OG0007292	-1251.721613
OG0007293	-707.797176
OG0007294	-675.971723
OG0007295	-969.36989
OG0007296	-883.341917
OG0007299	-1118.373452
OG0007300	-508.684159
OG0007301	-2916.966007
OG0007302	-1613.418427
OG0007303	-765.659504
OG0007304	-764.348258
OG0007305	-1423.480873
OG0007306	-1046.162644
OG0007307	-755.473592
OG0007308	-724.490445
OG0007309	-543.338403
OG0007310	-426.206041
OG0007311	-293.959655
OG0007312	-763.16854
OG0007313	-1567.237915
OG0007314	-619.327775
OG0007315	-549.005201
OG0007316	-701.188926
OG0007317	-931.107328
OG0007318	-994.034883
OG0007319	-768.001138
OG0007320	-857.631847
OG0007321	-1521.438459
OG0007322	-935.9722
OG0007324	-494.278309
OG0007325	-901.447717
OG0007327	-416.284478
OG0007329	-1795.802965
OG0007330	-784.462194
OG0007331	-647.419238
OG0007332	-746.247676
OG0007333	-478.471904
OG0007334	-696.061601
OG0007335	-1058.878828
OG0007336	-391.827841
OG0007338	-603.281396
OG0007339	-489.178303
OG0007340	-540.657513
OG0007341	-1293.287295
OG0007342	-673.805852
OG0007343	-929.285994
OG0007344	-1541.448229
OG0007345	-731.847443
OG0007346	-704.24826
OG0007347	-955.986123
OG0007348	-706.151219
OG0007350	-536.883553
OG0007351	-1175.225683
OG0007352	-1409.924701
OG0007353	-1443.60378
OG0007354	-1147.164093
OG0007355	-976.294755
OG0007356	-815.632317
OG0007357	-1014.536819
OG0007358	-904.311131
OG0007359	-2613.15901
OG0007360	-1311.484304
OG0007361	-1473.114228
OG0007362	-1289.531932
OG0007363	-1433.155244
OG0007365	-1097.114086
OG0007366	-576.062841
OG0007367	-770.287305
OG0007368	-913.895506
OG0007369	-639.262895
OG0007370	-619.013265
OG0007371	-1729.400351
OG0007373	-856.161412
OG0007374	-731.766205
OG0007376	-1507.589137
OG0007377	-1230.423787
OG0007378	-1025.157846
OG0007379	-782.674174
OG0007381	-1575.911579
OG0007382	-722.987336
OG0007383	-1151.506383
OG0007384	-756.179708
OG0007385	-725.359429
OG0007386	-498.250229
OG0007387	-1076.177028
OG0007388	-1392.809273
OG0007389	-1339.98037
OG0007390	-639.927297
OG0007391	-892.746451
OG0007392	-233.987311
OG0007393	-817.366619
OG0007394	-1038.534573
OG0007395	-1087.731719
OG0007396	-455.851968
OG0007397	-946.587616
OG0007398	-1315.667627
OG0007400	-717.555587
OG0007401	-729.376677
OG0007402	-1586.775079
OG0007403	-1514.980882
OG0007404	-1695.247961
OG0007405	-954.72276
OG0007406	-581.561135
OG0007407	-488.463586
OG0007408	-447.164145
OG0007411	-605.835273
OG0007412	-827.268517
OG0007413	-1370.215075
OG0007414	-3826.325953
OG0007415	-762.001266
OG0007416	-772.759656
OG0007417	-686.943412
OG0007418	-2226.809055
OG0007419	-2248.259694
OG0007420	-1517.713741
OG0007421	-1813.945729
OG0007423	-1497.640722
OG0007424	-877.125543
OG0007425	-642.365298
OG0007426	-1595.938079
OG0007427	-1272.822152
OG0007428	-921.660218
OG0007429	-1958.355439
OG0007430	-766.029808
OG0007432	-852.992908
OG0007433	-763.096654
OG0007434	-2634.496811
OG0007435	-722.654402
OG0007436	-636.819148
OG0007437	-788.672157
OG0007438	-853.023649
OG0007439	-422.224295
OG0007440	-2275.864595
OG0007441	-1662.59428
OG0007442	-1455.561074
OG0007443	-1315.202879
OG0007444	-3021.413659
OG0007445	-1200.073844
OG0007446	-753.58522
OG0007447	-973.812811
OG0007448	-1741.668692
OG0007449	-939.893555
OG0007450	-1062.00426
OG0007451	-168.664535
OG0007452	-1258.197293
OG0007453	-950.338095
OG0007454	-3020.5447
OG0007455	-777.761409
OG0007457	-717.911642
OG0007458	-1068.751439
OG0007459	-1696.944608
OG0007461	-1266.394958
OG0007462	-1173.679361
OG0007463	-453.231108
OG0007465	-1550.489481
OG0007466	-460.221895
OG0007467	-2980.853914
OG0007470	-858.041286
OG0007471	-1828.586522
OG0007472	-653.766636
OG0007473	-2419.536795
OG0007474	-2249.029409
OG0007475	-1457.056877
OG0007476	-1180.80333
OG0007477	-1047.091691
OG0007478	-439.625998
OG0007479	-1666.746375
OG0007480	-920.902019
OG0007482	-1011.15034
OG0007483	-746.685281
OG0007484	-1495.001354
OG0007485	-929.097788
OG0007486	-1145.348092
OG0007487	-1359.223308
OG0007488	-1569.853592
OG0007490	-1080.084018
OG0007491	-1805.53299
OG0007492	-1664.27822
OG0007493	-796.733938
OG0007494	-1371.977436
OG0007495	-742.612437
OG0007496	-1578.223432
OG0007497	-1043.09733
OG0007498	-516.970411
OG0007499	-834.479054
OG0007500	-865.835894
OG0007501	-1702.943481
OG0007502	-2266.912194
OG0007503	-2225.701742
OG0007504	-599.418391
OG0007505	-493.760205
OG0007506	-838.615602
OG0007507	-644.859176
OG0007508	-1679.160899
OG0007509	-906.434878
OG0007511	-864.705351
OG0007512	-1787.102128
OG0007513	-889.051902
OG0007514	-577.112601
OG0007517	-1485.642033
OG0007518	-861.753359
OG0007519	-1346.663393
OG0007520	-1222.959254
OG0007521	-427.141703
OG0007522	-1047.08282
OG0007523	-1146.098025
OG0007525	-1125.18513
OG0007526	-1486.79077
OG0007527	-1019.132323
OG0007528	-1661.977996
OG0007529	-1987.06361
OG0007530	-2631.213232
OG0007531	-1547.488453
OG0007532	-1171.487794
OG0007533	-1719.489394
OG0007534	-937.989802
OG0007535	-1481.865858
OG0007536	-1578.951004
OG0007537	-800.346626
OG0007538	-990.6634
OG0007539	-2195.922075
OG0007541	-864.761982
OG0007542	-1684.017782
OG0007545	-1616.44681
OG0007546	-1938.766114
OG0007547	-1015.206071
OG0007548	-1025.931708
OG0007549	-1665.285306
OG0007550	-2551.898259
OG0007551	-1717.082617
OG0007552	-1505.09373
OG0007553	-411.076285
OG0007555	-770.737862
OG0007556	-959.523925
OG0007557	-507.967648
OG0007560	-1451.171056
OG0007561	-729.81237
OG0007562	-1429.896339
OG0007563	-908.584716
OG0007564	-891.957934
OG0007565	-589.60283
OG0007566	-1061.160388
OG0007567	-1495.901006
OG0007568	-1348.184899
OG0007569	-1060.581069
OG0007570	-674.843288
OG0007571	-1038.659947
OG0007573	-3235.633308
OG0007574	-737.251879
OG0007575	-707.697667
OG0007576	-416.74832
OG0007578	-1258.76402
OG0007579	-934.117337
OG0007580	-605.636927
OG0007581	-1935.715295
OG0007582	-471.963459
OG0007584	-709.26443
OG0007585	-924.899116
OG0007586	-992.296075
OG0007587	-775.239712
OG0007589	-2171.679689
OG0007590	-1191.834856
OG0007591	-2537.646905
OG0007592	-3698.242194
OG0007593	-736.411722
OG0007594	-2076.9842
OG0007595	-745.021688
OG0007596	-591.43787
OG0007597	-683.66397
OG0007598	-1993.346338
OG0007600	-971.139068
OG0007601	-1356.259662
OG0007602	-739.10112
OG0007603	-1402.070809
OG0007604	-558.842339
OG0007607	-718.04571
OG0007608	-805.835786
OG0007609	-837.093236
OG0007610	-2162.80639
OG0007611	-1239.414516
OG0007612	-2344.391516
OG0007613	-939.109046
OG0007614	-751.611382
OG0007615	-670.876675
OG0007616	-627.0995
OG0007617	-2390.603913
OG0007618	-426.210591
OG0007620	-1993.942939
OG0007621	-950.292545
OG0007622	-816.108681
OG0007624	-901.776827
OG0007625	-861.422712
OG0007626	-505.150305
OG0007627	-2078.603802
OG0007628	-1279.368429
OG0007629	-769.315986
OG0007630	-810.456489
OG0007631	-711.003611
OG0007632	-536.625541
OG0007633	-953.125929
OG0007634	-512.245947
OG0007635	-403.56401
OG0007636	-630.080548
OG0007637	-975.098859
OG0007638	-3680.992393
OG0007639	-820.931211
OG0007640	-1998.201097
OG0007641	-493.466293
OG0007643	-1432.564347
OG0007644	-2186.433508
OG0007645	-886.498035
OG0007646	-1047.06478
OG0007647	-478.562085
OG0007648	-965.414124
OG0007649	-3416.374657
OG0007650	-931.096903
OG0007651	-866.874472
OG0007652	-893.731344
OG0007653	-1237.662971
OG0007654	-2921.01532
OG0007655	-2986.706666
OG0007656	-669.064535
OG0007657	-798.11064
OG0007658	-474.346375
OG0007659	-467.523438
OG0007660	-1038.213624
OG0007661	-992.010067
OG0007662	-600.944165
OG0007664	-1269.085286
OG0007665	-883.394047
OG0007666	-923.410463
OG0007667	-1133.157441
OG0007668	-1081.981076
OG0007669	-596.405124
OG0007670	-952.465795
OG0007671	-790.702237
OG0007672	-796.163609
OG0007673	-1713.235747
OG0007674	-1019.769615
OG0007675	-699.149009
OG0007676	-1316.793348
OG0007677	-1057.539301
OG0007678	-761.782167
OG0007679	-1970.337774
OG0007680	-851.065184
OG0007681	-764.775005
OG0007682	-532.313149
OG0007683	-2149.988963
OG0007684	-1397.411889
OG0007685	-719.675592
OG0007686	-489.358764
OG0007687	-1322.790138
OG0007688	-1225.430288
OG0007689	-1079.307947
OG0007690	-665.531256
OG0007691	-1957.811838
OG0007692	-769.885369
OG0007695	-1542.956801
OG0007696	-2327.821603
OG0007697	-2509.278827
OG0007698	-899.256625
OG0007699	-870.573788
OG0007700	-1967.505712
OG0007701	-1545.08802
OG0007705	-1131.3613
OG0007706	-2206.927968
OG0007707	-919.124824
OG0007708	-1220.919525
OG0007709	-696.587032
OG0007710	-4927.687701
OG0007711	-1200.023294
OG0007712	-1362.468732
OG0007713	-767.54637
OG0007714	-1617.391241
OG0007715	-1271.97321
OG0007716	-434.800951
OG0007717	-716.445891
OG0007718	-931.178373
OG0007719	-824.024976
OG0007720	-1054.494557
OG0007721	-1567.115105
OG0007722	-1322.87363
OG0007723	-830.840665
OG0007724	-871.572688
OG0007725	-659.072507
OG0007726	-1002.799988
OG0007727	-1085.14984
OG0007728	-2290.538409
OG0007729	-659.98003
OG0007730	-995.234313
OG0007733	-1693.446886
OG0007734	-873.835717
OG0007735	-1354.623209
OG0007736	-740.653075
OG0007737	-603.052626
OG0007739	-761.904033
OG0007741	-1132.425339
OG0007742	-621.162993
OG0007743	-2228.042729
OG0007744	-1417.618199
OG0007745	-1234.967765
OG0007746	-1045.682807
OG0007747	-1208.433065
OG0007748	-641.977881
OG0007749	-1598.459573
OG0007750	-2010.89905
OG0007751	-1009.141565
OG0007752	-504.429039
OG0007753	-1702.402591
OG0007754	-3040.160823
OG0007755	-1391.469014
OG0007756	-597.89025
OG0007757	-666.085687
OG0007758	-2502.517535
OG0007759	-1547.846242
OG0007760	-850.108541
OG0007761	-513.325978
OG0007762	-561.11719
OG0007763	-2256.96806
OG0007764	-2251.547444
OG0007766	-1028.940071
OG0007767	-3206.80581
OG0007768	-1946.5228
OG0007769	-922.270816
OG0007770	-665.421777
OG0007771	-1242.937434
OG0007772	-1018.037867
OG0007773	-2240.748856
OG0007775	-1383.92603
OG0007776	-873.864722
OG0007777	-453.814739
OG0007778	-1004.115678
OG0007779	-949.551397
OG0007780	-2759.570063
OG0007781	-1549.651256
OG0007782	-455.492992
OG0007783	-925.799334
OG0007784	-1382.45963
OG0007785	-868.014016
OG0007786	-674.155404
OG0007787	-407.301223
OG0007788	-592.838673
OG0007789	-2010.834203
OG0007790	-184.338188
OG0007791	-609.54423
OG0007792	-731.331938
OG0007793	-1155.21398
OG0007794	-1144.650717
OG0007795	-1042.139767
OG0007796	-635.082924
OG0007797	-1541.354822
OG0007798	-750.782282
OG0007800	-510.551164
OG0007801	-652.219438
OG0007802	-1100.897821
OG0007804	-1649.146035
OG0007805	-756.004529
OG0007806	-402.994311
OG0007808	-1415.244803
OG0007809	-1475.658829
OG0007810	-397.156576
OG0007811	-773.423445
OG0007812	-1194.339477
OG0007813	-1150.175613
OG0007814	-733.760802
OG0007816	-1489.790022
OG0007817	-792.61798
OG0007818	-837.576683
OG0007820	-614.140844
OG0007821	-2562.160011
OG0007822	-566.34428
OG0007823	-3125.201401
OG0007824	-1100.756195
OG0007826	-1510.569148
OG0007827	-1513.058122
OG0007828	-1211.506377
OG0007829	-1179.450077
OG0007830	-738.925806
OG0007832	-1265.594967
OG0007833	-1809.852843
OG0007834	-583.937796
OG0007835	-2314.244176
OG0007836	-575.067994
OG0007837	-1620.096903
OG0007838	-1977.154067
OG0007839	-859.68958
OG0007840	-2405.260883
OG0007841	-1893.929234
OG0007842	-526.10291
OG0007843	-653.84384
OG0007844	-3596.04629
OG0007845	-905.762516
OG0007846	-1538.611806
OG0007847	-1488.267991
OG0007849	-1022.255425
OG0007850	-1281.583126
OG0007851	-630.490458
OG0007852	-832.408987
OG0007853	-1434.9305
OG0007854	-658.812234
OG0007855	-690.378399
OG0007856	-1066.895032
OG0007857	-588.539421
OG0007858	-763.453185
OG0007859	-943.731847
OG0007860	-1614.884897
OG0007861	-2910.864407
OG0007862	-1910.458819
OG0007863	-1718.472058
OG0007864	-1340.499534
OG0007865	-1136.430852
OG0007868	-579.66592
OG0007869	-1304.346302
OG0007870	-2116.585402
OG0007871	-539.002454
OG0007872	-970.485547
OG0007873	-566.705468
OG0007874	-1031.361523
OG0007876	-3678.762338
OG0007878	-681.242669
OG0007879	-675.431049
OG0007880	-512.151638
OG0007881	-889.565167
OG0007882	-642.612122
OG0007883	-459.875668
OG0007885	-846.277046
OG0007886	-900.281227
OG0007887	-1151.927406
OG0007888	-1149.044744
OG0007889	-1250.432403
OG0007890	-423.61396
OG0007891	-1223.926993
OG0007892	-492.330655
OG0007893	-1915.084785
OG0007894	-819.692168
OG0007895	-527.936925
OG0007896	-420.659692
OG0007897	-1383.781486
OG0007898	-919.955655
OG0007899	-2576.207949
OG0007900	-3026.686187
OG0007901	-1024.954513
OG0007902	-629.953381
OG0007903	-939.871254
OG0007905	-649.27291
OG0007906	-908.781991
OG0007907	-1483.087027
OG0007908	-523.53997
OG0007909	-530.446402
OG0007910	-1645.144841
OG0007911	-872.876745
OG0007912	-1646.517981
OG0007913	-1385.150618
OG0007914	-2272.218301
OG0007915	-849.191773
OG0007916	-778.450122
OG0007917	-997.896041
OG0007918	-533.677135
OG0007919	-472.401199
OG0007920	-1177.673637
OG0007921	-2072.9975
OG0007922	-941.675603
OG0007923	-1156.72912
OG0007924	-987.330401
OG0007925	-1419.356219
OG0007927	-837.582204
OG0007928	-1140.247719
OG0007929	-1750.551378
OG0007930	-1807.003227
OG0007931	-1152.470115
OG0007932	-2479.55128
OG0007933	-668.041338
OG0007934	-3193.260289
OG0007935	-1641.432052
OG0007936	-750.624963
OG0007937	-569.938607
OG0007938	-2266.332966
OG0007939	-1207.247519
OG0007940	-1500.717869
OG0007941	-647.675597
OG0007942	-764.926819
OG0007943	-2830.377672
OG0007944	-1606.962504
OG0007945	-1483.133388
OG0007946	-612.439427
OG0007947	-1251.044524
OG0007948	-820.281345
OG0007949	-1284.159156
OG0007950	-1114.588527
OG0007951	-2783.18722
OG0007952	-685.032215
OG0007953	-2118.272469
OG0007954	-1733.86857
OG0007955	-3201.474418
OG0007956	-1657.124375
OG0007957	-363.078443
OG0007958	-1385.539829
OG0007959	-804.291938
OG0007960	-2953.760884
OG0007963	-716.962958
OG0007964	-3550.050064
OG0007965	-529.0206
OG0007966	-3599.770751
OG0007967	-1990.976055
OG0007968	-655.002543
OG0007969	-568.853541
OG0007970	-1819.70229
OG0007972	-648.888323
OG0007973	-1769.901144
OG0007974	-898.209239
OG0007975	-2962.900441
OG0007976	-578.983825
OG0007977	-627.048053
OG0007978	-1699.565762
OG0007979	-603.729433
OG0007980	-1817.731385
OG0007981	-552.993227
OG0007982	-925.85622
OG0007983	-714.903965
OG0007984	-917.103927
OG0007985	-2417.904055
OG0007986	-1862.590406
OG0007987	-1423.015455
OG0007988	-590.946829
OG0007989	-2385.895416
OG0007990	-385.253297
OG0007991	-2086.025858
OG0007992	-2112.033762
OG0007993	-596.104934
OG0007994	-1919.119216
OG0007995	-2177.578607
OG0007997	-431.729715
OG0007998	-1174.073611
OG0007999	-456.0497
OG0008000	-856.726075
OG0008001	-620.953344
OG0008002	-1096.556896
OG0008003	-1027.702978
OG0008004	-817.637343
OG0008006	-4184.459485
OG0008007	-1537.296081
OG0008008	-608.981044
OG0008009	-1869.53096
OG0008010	-1055.69363
OG0008011	-1527.319532
OG0008012	-2051.237384
OG0008013	-2160.257052
OG0008014	-445.429737
OG0008015	-1712.657636
OG0008016	-1049.155562
OG0008017	-656.384608
OG0008018	-1243.106765
OG0008019	-1700.828288
OG0008020	-548.857315
OG0008021	-404.919299
OG0008022	-677.514847
OG0008023	-2071.208119
OG0008024	-570.723572
OG0008025	-1271.518367
OG0008026	-1681.857882
OG0008027	-1131.080164
OG0008028	-1467.683037
OG0008029	-1520.67387
OG0008031	-2934.825477
OG0008032	-685.276542
OG0008033	-454.737876
OG0008034	-809.388166
OG0008035	-1856.037622
OG0008036	-1555.960281
OG0008037	-949.403758
OG0008038	-767.569185
OG0008039	-1562.705858
OG0008040	-1005.825768
OG0008041	-986.753957
OG0008042	-498.233877
OG0008043	-1521.399158
OG0008044	-2212.807631
OG0008046	-1253.148036
OG0008047	-1026.30711
OG0008048	-1117.252444
OG0008049	-1829.726189
OG0008050	-1371.384264
OG0008051	-2496.690088
OG0008052	-1000.206019
OG0008053	-1071.181908
OG0008054	-1202.482663
OG0008055	-452.954161
OG0008056	-1274.769177
OG0008057	-499.323966
OG0008058	-1323.996887
OG0008059	-523.557598
OG0008061	-1396.879136
OG0008062	-1090.77498
OG0008063	-429.716869
OG0008065	-1061.242707
OG0008066	-370.216163
OG0008067	-934.342753
OG0008068	-758.722632
OG0008069	-1095.901337
OG0008070	-672.844212
OG0008071	-436.9899
OG0008072	-1310.162105
OG0008073	-1876.11918
OG0008074	-571.877149
OG0008075	-707.016631
OG0008076	-834.93884
OG0008077	-744.141649
OG0008078	-750.639113
OG0008079	-601.443116
OG0008080	-1105.356872
OG0008081	-547.421101
OG0008082	-2453.607329
OG0008083	-1275.346477
OG0008084	-1044.604217
OG0008085	-1001.604472
OG0008086	-647.441444
OG0008087	-494.805342
OG0008088	-3119.868336
OG0008089	-829.380487
OG0008090	-1973.528489
OG0008091	-747.061296
OG0008092	-677.601601
OG0008093	-1124.387086
OG0008094	-1172.84047
OG0008095	-691.538492
OG0008096	-657.805349
OG0008097	-2932.766432
OG0008098	-817.858524
OG0008099	-3012.469051
OG0008100	-832.926563
OG0008101	-720.238128
OG0008102	-1242.291662
OG0008103	-1209.266063
OG0008104	-1478.17082
OG0008105	-477.043485
OG0008106	-539.076559
OG0008107	-800.401138
OG0008108	-701.793725
OG0008109	-475.686923
OG0008110	-652.579239
OG0008111	-597.666438
OG0008112	-699.723846
OG0008113	-417.665578
OG0008114	-665.956325
OG0008115	-1998.756009
OG0008116	-441.430725
OG0008117	-824.603282
OG0008118	-1760.718111
OG0008119	-2304.424671
OG0008120	-1280.16131
OG0008122	-1231.051293
OG0008123	-5929.964347
OG0008124	-543.24214
OG0008126	-3427.312924
OG0008127	-1775.782604
OG0008128	-1120.821309
OG0008129	-1666.496738
OG0008131	-1794.619766
OG0008132	-490.049064
OG0008134	-737.568347
OG0008135	-1318.760112
OG0008137	-1230.270822
OG0008138	-1121.644738
OG0008139	-893.961199
OG0008140	-2297.443484
OG0008141	-616.429587
OG0008142	-615.782744
OG0008143	-1708.659037
OG0008144	-876.305899
OG0008146	-2440.471942
OG0008147	-477.282589
OG0008148	-771.956757
OG0008149	-448.566928
OG0008150	-455.522984
OG0008152	-2367.027016
OG0008153	-2913.66732
OG0008154	-1005.347059
OG0008155	-934.374914
OG0008156	-902.866868
OG0008158	-495.731694
OG0008160	-968.516682
OG0008161	-1053.108886
OG0008162	-1023.566022
OG0008163	-663.309221
OG0008164	-4046.246861
OG0008165	-3482.722662
OG0008166	-591.613205
OG0008167	-975.752944
OG0008168	-871.00608
OG0008169	-1374.738513
OG0008170	-970.233665
OG0008171	-1697.139046
OG0008172	-1796.18265
OG0008173	-540.130325
OG0008174	-1674.737539
OG0008176	-1520.532937
OG0008177	-2615.92691
OG0008178	-1347.395657
OG0008179	-1773.744929
OG0008180	-1029.980338
OG0008181	-389.620147
OG0008182	-4968.151226
OG0008183	-1834.68703
OG0008185	-1130.146749
OG0008186	-2480.144454
OG0008187	-1286.386212
OG0008188	-1064.17296
OG0008189	-2241.093613
OG0008190	-891.478273
OG0008191	-3582.473005
OG0008192	-754.497101
OG0008193	-1120.097846
OG0008194	-1594.511679
OG0008195	-1004.841663
OG0008196	-1101.280087
OG0008197	-1164.162071
OG0008198	-568.087178
OG0008199	-2303.192846
OG0008200	-833.60602
OG0008202	-733.40843
OG0008203	-446.635357
OG0008204	-617.996123
OG0008205	-985.057307
OG0008206	-3330.90759
OG0008207	-1005.661828
OG0008208	-1337.460173
OG0008209	-2249.025311
OG0008210	-1268.059102
OG0008211	-1241.815016
OG0008212	-2512.759652
OG0008213	-2749.728602
OG0008214	-1264.23255
OG0008215	-1042.889115
OG0008216	-1811.917127
OG0008217	-540.057722
OG0008218	-829.480312
OG0008219	-429.269187
OG0008220	-1167.197814
OG0008221	-1043.43391
OG0008222	-1442.05727
OG0008223	-763.567215
OG0008224	-1890.959445
OG0008225	-455.173021
OG0008226	-1049.181621
OG0008227	-2948.915005
OG0008228	-747.850655
OG0008230	-3735.952226
OG0008231	-1410.805338
OG0008232	-1577.531412
OG0008233	-697.172918
OG0008235	-533.372638
OG0008236	-836.649027
OG0008237	-866.892196
OG0008238	-618.32599
OG0008239	-618.253304
OG0008240	-1456.041202
OG0008241	-1172.256078
OG0008242	-467.934473
OG0008243	-1819.924401
OG0008244	-1475.96998
OG0008245	-1111.898955
OG0008246	-1647.737378
OG0008247	-4570.153473
OG0008248	-1448.487251
OG0008250	-645.306332
OG0008251	-877.174033
OG0008252	-1768.835583
OG0008253	-753.571652
OG0008255	-1194.523975
OG0008256	-2039.01449
OG0008257	-1515.767576
OG0008258	-556.72829
OG0008259	-998.917284
OG0008260	-1109.732791
OG0008261	-1616.436984
OG0008262	-505.718036
OG0008263	-3551.193912
OG0008265	-1338.295416
OG0008267	-1363.94071
OG0008268	-1148.392979
OG0008269	-1082.368366
OG0008270	-485.865204
OG0008271	-767.686859
OG0008272	-2169.019041
OG0008273	-776.726794
OG0008274	-1121.87531
OG0008276	-1111.819946
OG0008279	-3306.006653
OG0008280	-1250.41336
OG0008281	-1692.218887
OG0008282	-1086.518647
OG0008283	-642.522532
OG0008284	-1037.703421
OG0008285	-1115.293831
OG0008286	-871.717911
OG0008287	-3302.568672
OG0008288	-1786.080017
OG0008289	-474.004791
OG0008290	-1412.708486
