Orthogroup	CRCR_fixednames	CRFI_fixednames
OG0000235	CRCR_TRINITY_DN107341_c0_g1::TRINITY_DN107341_c0_g1_i1::g.280::m.280, CRCR_TRINITY_DN16378_c0_g1::TRINITY_DN16378_c0_g1_i1::g.2467::m.2467, CRCR_TRINITY_DN39057_c0_g1::TRINITY_DN39057_c0_g1_i1::g.43453::m.43453, CRCR_TRINITY_DN39057_c0_g1::TRINITY_DN39057_c0_g1_i2::g.43454::m.43454, CRCR_TRINITY_DN39057_c0_g1::TRINITY_DN39057_c0_g1_i3::g.43455::m.43455, CRCR_TRINITY_DN39057_c0_g1::TRINITY_DN39057_c0_g1_i4::g.43456::m.43456	CRFI_TRINITYb_DN30112_c0_g1::TRINITYb_DN30112_c0_g1_i1::g.12863::m.12863, CRFI_TRINITYb_DN30112_c0_g1::TRINITYb_DN30112_c0_g1_i2::g.12864::m.12864
OG0000236	CRCR_TRINITY_DN107925_c0_g1::TRINITY_DN107925_c0_g1_i1::g.631::m.631, CRCR_TRINITY_DN43330_c1_g1::TRINITY_DN43330_c1_g1_i1::g.13017::m.13017, CRCR_TRINITY_DN43330_c1_g1::TRINITY_DN43330_c1_g1_i2::g.13019::m.13019, CRCR_TRINITY_DN59979_c0_g1::TRINITY_DN59979_c0_g1_i1::g.7977::m.7977, CRCR_TRINITY_DN94047_c0_g1::TRINITY_DN94047_c0_g1_i1::g.7463::m.7463, CRCR_TRINITY_DN9615_c0_g1::TRINITY_DN9615_c0_g1_i1::g.23677::m.23677	CRFI_TRINITYb_DN28264_c0_g1::TRINITYb_DN28264_c0_g1_i1::g.2720::m.2720, CRFI_TRINITYb_DN28264_c0_g1::TRINITYb_DN28264_c0_g1_i2::g.2722::m.2722
OG0000237	CRCR_TRINITY_DN10882_c0_g1::TRINITY_DN10882_c0_g1_i1::g.51679::m.51679, CRCR_TRINITY_DN13438_c0_g1::TRINITY_DN13438_c0_g1_i1::g.37601::m.37601, CRCR_TRINITY_DN43485_c0_g1::TRINITY_DN43485_c0_g1_i1::g.4388::m.4388, CRCR_TRINITY_DN43485_c0_g1::TRINITY_DN43485_c0_g1_i2::g.4390::m.4390, CRCR_TRINITY_DN43485_c0_g1::TRINITY_DN43485_c0_g1_i3::g.4392::m.4392, CRCR_TRINITY_DN43485_c1_g2::TRINITY_DN43485_c1_g2_i1::g.4396::m.4396, CRCR_TRINITY_DN43485_c1_g2::TRINITY_DN43485_c1_g2_i3::g.4397::m.4397, CRCR_TRINITY_DN43485_c1_g2::TRINITY_DN43485_c1_g2_i4::g.4399::m.4399	
OG0000238	CRCR_TRINITY_DN110100_c0_g1::TRINITY_DN110100_c0_g1_i1::g.186::m.186, CRCR_TRINITY_DN34500_c0_g1::TRINITY_DN34500_c0_g1_i1::g.21479::m.21479, CRCR_TRINITY_DN42063_c0_g1::TRINITY_DN42063_c0_g1_i1::g.55652::m.55652, CRCR_TRINITY_DN42063_c0_g2::TRINITY_DN42063_c0_g2_i2::g.55654::m.55654, CRCR_TRINITY_DN42063_c0_g2::TRINITY_DN42063_c0_g2_i5::g.55657::m.55657	CRFI_TRINITYb_DN14572_c0_g2::TRINITYb_DN14572_c0_g2_i1::g.13103::m.13103, CRFI_TRINITYb_DN32869_c3_g1::TRINITYb_DN32869_c3_g1_i8::g.15061::m.15061, CRFI_TRINITYb_DN7743_c0_g1::TRINITYb_DN7743_c0_g1_i1::g.11776::m.11776
OG0000239	CRCR_TRINITY_DN16837_c0_g1::TRINITY_DN16837_c0_g1_i1::g.25900::m.25900, CRCR_TRINITY_DN16837_c0_g2::TRINITY_DN16837_c0_g2_i1::g.25901::m.25901, CRCR_TRINITY_DN42595_c0_g1::TRINITY_DN42595_c0_g1_i1::g.31092::m.31092, CRCR_TRINITY_DN42595_c0_g1::TRINITY_DN42595_c0_g1_i2::g.31093::m.31093, CRCR_TRINITY_DN42595_c0_g1::TRINITY_DN42595_c0_g1_i3::g.31095::m.31095	CRFI_TRINITYb_DN27564_c0_g1::TRINITYb_DN27564_c0_g1_i1::g.19557::m.19557, CRFI_TRINITYb_DN27564_c0_g2::TRINITYb_DN27564_c0_g2_i1::g.19558::m.19558, CRFI_TRINITYb_DN27564_c0_g2::TRINITYb_DN27564_c0_g2_i1::g.19560::m.19560
OG0000240	CRCR_TRINITY_DN19778_c0_g1::TRINITY_DN19778_c0_g1_i1::g.8739::m.8739	CRFI_TRINITYb_DN15454_c0_g1::TRINITYb_DN15454_c0_g1_i1::g.25804::m.25804, CRFI_TRINITYb_DN25463_c0_g1::TRINITYb_DN25463_c0_g1_i1::g.17374::m.17374, CRFI_TRINITYb_DN33057_c3_g1::TRINITYb_DN33057_c3_g1_i2::g.32351::m.32351, CRFI_TRINITYb_DN33057_c3_g1::TRINITYb_DN33057_c3_g1_i5::g.32353::m.32353, CRFI_TRINITYb_DN33057_c3_g1::TRINITYb_DN33057_c3_g1_i6::g.32354::m.32354, CRFI_TRINITYb_DN72038_c0_g1::TRINITYb_DN72038_c0_g1_i1::g.25835::m.25835, CRFI_TRINITYb_DN86331_c0_g1::TRINITYb_DN86331_c0_g1_i1::g.18500::m.18500
OG0000241	CRCR_TRINITY_DN23156_c0_g1::TRINITY_DN23156_c0_g1_i1::g.29431::m.29431, CRCR_TRINITY_DN44271_c1_g1::TRINITY_DN44271_c1_g1_i1::g.51239::m.51239, CRCR_TRINITY_DN44271_c1_g1::TRINITY_DN44271_c1_g1_i2::g.51241::m.51241	CRFI_TRINITYb_DN30560_c2_g1::TRINITYb_DN30560_c2_g1_i1::g.46906::m.46906, CRFI_TRINITYb_DN30560_c2_g1::TRINITYb_DN30560_c2_g1_i2::g.46907::m.46907, CRFI_TRINITYb_DN30560_c2_g1::TRINITYb_DN30560_c2_g1_i3::g.46908::m.46908, CRFI_TRINITYb_DN30560_c2_g1::TRINITYb_DN30560_c2_g1_i4::g.46909::m.46909, CRFI_TRINITYb_DN30560_c2_g1::TRINITYb_DN30560_c2_g1_i5::g.46910::m.46910
OG0000242	CRCR_TRINITY_DN23847_c0_g1::TRINITY_DN23847_c0_g1_i1::g.48381::m.48381, CRCR_TRINITY_DN26138_c0_g1::TRINITY_DN26138_c0_g1_i1::g.35753::m.35753, CRCR_TRINITY_DN26138_c0_g1::TRINITY_DN26138_c0_g1_i2::g.35754::m.35754, CRCR_TRINITY_DN45589_c1_g2::TRINITY_DN45589_c1_g2_i1::g.10445::m.10445, CRCR_TRINITY_DN45589_c1_g2::TRINITY_DN45589_c1_g2_i2::g.10446::m.10446, CRCR_TRINITY_DN46914_c5_g11::TRINITY_DN46914_c5_g11_i1::g.15110::m.15110	CRFI_TRINITYb_DN19858_c1_g2::TRINITYb_DN19858_c1_g2_i1::g.5515::m.5515, CRFI_TRINITYb_DN32205_c1_g12::TRINITYb_DN32205_c1_g12_i3::g.28069::m.28069
OG0000243	CRCR_TRINITY_DN24851_c1_g1::TRINITY_DN24851_c1_g1_i1::g.22919::m.22919, CRCR_TRINITY_DN38865_c0_g1::TRINITY_DN38865_c0_g1_i1::g.20732::m.20732, CRCR_TRINITY_DN41378_c0_g2::TRINITY_DN41378_c0_g2_i1::g.8166::m.8166, CRCR_TRINITY_DN45873_c2_g3::TRINITY_DN45873_c2_g3_i3::g.35251::m.35251, CRCR_TRINITY_DN45873_c2_g3::TRINITY_DN45873_c2_g3_i4::g.35254::m.35254, CRCR_TRINITY_DN45873_c2_g3::TRINITY_DN45873_c2_g3_i7::g.35255::m.35255, CRCR_TRINITY_DN46859_c6_g6::TRINITY_DN46859_c6_g6_i1::g.16377::m.16377	CRFI_TRINITYb_DN29435_c0_g1::TRINITYb_DN29435_c0_g1_i1::g.42695::m.42695
OG0000244	CRCR_TRINITY_DN24866_c0_g1::TRINITY_DN24866_c0_g1_i1::g.22916::m.22916, CRCR_TRINITY_DN31239_c0_g1::TRINITY_DN31239_c0_g1_i1::g.10858::m.10858, CRCR_TRINITY_DN43852_c3_g1::TRINITY_DN43852_c3_g1_i1::g.56621::m.56621	CRFI_TRINITYb_DN31323_c1_g7::TRINITYb_DN31323_c1_g7_i1::g.1479::m.1479, CRFI_TRINITYb_DN31323_c1_g7::TRINITYb_DN31323_c1_g7_i2::g.1480::m.1480, CRFI_TRINITYb_DN31323_c1_g7::TRINITYb_DN31323_c1_g7_i4::g.1481::m.1481, CRFI_TRINITYb_DN31323_c1_g7::TRINITYb_DN31323_c1_g7_i5::g.1482::m.1482, CRFI_TRINITYb_DN85207_c0_g1::TRINITYb_DN85207_c0_g1_i1::g.19054::m.19054
OG0000245	CRCR_TRINITY_DN25345_c0_g1::TRINITY_DN25345_c0_g1_i1::g.18618::m.18618	CRFI_TRINITYb_DN29659_c0_g4::TRINITYb_DN29659_c0_g4_i3::g.45196::m.45196, CRFI_TRINITYb_DN32175_c5_g1::TRINITYb_DN32175_c5_g1_i1::g.25505::m.25505, CRFI_TRINITYb_DN32175_c5_g2::TRINITYb_DN32175_c5_g2_i1::g.25507::m.25507, CRFI_TRINITYb_DN32175_c5_g2::TRINITYb_DN32175_c5_g2_i2::g.25510::m.25510, CRFI_TRINITYb_DN32175_c5_g2::TRINITYb_DN32175_c5_g2_i3::g.25512::m.25512, CRFI_TRINITYb_DN32175_c5_g2::TRINITYb_DN32175_c5_g2_i4::g.25515::m.25515, CRFI_TRINITYb_DN32175_c5_g2::TRINITYb_DN32175_c5_g2_i7::g.25522::m.25522
OG0000246	CRCR_TRINITY_DN25573_c0_g1::TRINITY_DN25573_c0_g1_i1::g.46160::m.46160, CRCR_TRINITY_DN29250_c0_g1::TRINITY_DN29250_c0_g1_i1::g.41879::m.41879, CRCR_TRINITY_DN30619_c0_g1::TRINITY_DN30619_c0_g1_i1::g.26433::m.26433, CRCR_TRINITY_DN44323_c0_g1::TRINITY_DN44323_c0_g1_i1::g.42771::m.42771, CRCR_TRINITY_DN47267_c0_g1::TRINITY_DN47267_c0_g1_i1::g.50598::m.50598, CRCR_TRINITY_DN94115_c0_g1::TRINITY_DN94115_c0_g1_i1::g.12504::m.12504	CRFI_TRINITYb_DN25280_c0_g1::TRINITYb_DN25280_c0_g1_i1::g.17567::m.17567, CRFI_TRINITYb_DN34773_c0_g1::TRINITYb_DN34773_c0_g1_i1::g.12279::m.12279
OG0000247	CRCR_TRINITY_DN26054_c0_g1::TRINITY_DN26054_c0_g1_i1::g.9123::m.9123, CRCR_TRINITY_DN29554_c7_g15::TRINITY_DN29554_c7_g15_i3::g.3132::m.3132, CRCR_TRINITY_DN5775_c0_g1::TRINITY_DN5775_c0_g1_i1::g.7438::m.7438	CRFI_TRINITYb_DN20273_c0_g2::TRINITYb_DN20273_c0_g2_i1::g.45464::m.45464, CRFI_TRINITYb_DN30437_c0_g1::TRINITYb_DN30437_c0_g1_i2::g.4911::m.4911, CRFI_TRINITYb_DN30437_c0_g3::TRINITYb_DN30437_c0_g3_i1::g.4917::m.4917, CRFI_TRINITYb_DN32283_c2_g3::TRINITYb_DN32283_c2_g3_i1::g.28185::m.28185, CRFI_TRINITYb_DN3928_c0_g1::TRINITYb_DN3928_c0_g1_i1::g.6403::m.6403
OG0000248	CRCR_TRINITY_DN26713_c0_g2::TRINITY_DN26713_c0_g2_i1::g.49924::m.49924, CRCR_TRINITY_DN41848_c1_g4::TRINITY_DN41848_c1_g4_i1::g.54017::m.54017, CRCR_TRINITY_DN41848_c1_g4::TRINITY_DN41848_c1_g4_i3::g.54018::m.54018, CRCR_TRINITY_DN41848_c1_g4::TRINITY_DN41848_c1_g4_i4::g.54019::m.54019, CRCR_TRINITY_DN41848_c1_g4::TRINITY_DN41848_c1_g4_i5::g.54020::m.54020, CRCR_TRINITY_DN41848_c1_g4::TRINITY_DN41848_c1_g4_i6::g.54021::m.54021, CRCR_TRINITY_DN41848_c1_g4::TRINITY_DN41848_c1_g4_i7::g.54022::m.54022	CRFI_TRINITYb_DN28531_c0_g1::TRINITYb_DN28531_c0_g1_i1::g.20409::m.20409
OG0000249	CRCR_TRINITY_DN27345_c0_g1::TRINITY_DN27345_c0_g1_i1::g.8096::m.8096, CRCR_TRINITY_DN43001_c1_g1::TRINITY_DN43001_c1_g1_i1::g.27036::m.27036, CRCR_TRINITY_DN43001_c1_g1::TRINITY_DN43001_c1_g1_i2::g.27037::m.27037, CRCR_TRINITY_DN43001_c1_g1::TRINITY_DN43001_c1_g1_i5::g.27038::m.27038, CRCR_TRINITY_DN43001_c1_g1::TRINITY_DN43001_c1_g1_i7::g.27039::m.27039, CRCR_TRINITY_DN43001_c1_g1::TRINITY_DN43001_c1_g1_i8::g.27040::m.27040	CRFI_TRINITYb_DN30061_c6_g1::TRINITYb_DN30061_c6_g1_i1::g.43254::m.43254, CRFI_TRINITYb_DN30061_c6_g1::TRINITYb_DN30061_c6_g1_i2::g.43255::m.43255
OG0000250	CRCR_TRINITY_DN28587_c0_g1::TRINITY_DN28587_c0_g1_i1::g.23082::m.23082, CRCR_TRINITY_DN28587_c0_g1::TRINITY_DN28587_c0_g1_i2::g.23084::m.23084, CRCR_TRINITY_DN28587_c0_g1::TRINITY_DN28587_c0_g1_i3::g.23086::m.23086, CRCR_TRINITY_DN28587_c0_g1::TRINITY_DN28587_c0_g1_i4::g.23088::m.23088	CRFI_TRINITYb_DN23873_c0_g1::TRINITYb_DN23873_c0_g1_i1::g.40222::m.40222, CRFI_TRINITYb_DN23873_c0_g1::TRINITYb_DN23873_c0_g1_i2::g.40224::m.40224, CRFI_TRINITYb_DN23873_c0_g1::TRINITYb_DN23873_c0_g1_i3::g.40226::m.40226, CRFI_TRINITYb_DN23873_c0_g1::TRINITYb_DN23873_c0_g1_i4::g.40228::m.40228
OG0000251	CRCR_TRINITY_DN28777_c0_g1::TRINITY_DN28777_c0_g1_i1::g.30061::m.30061, CRCR_TRINITY_DN28777_c0_g1::TRINITY_DN28777_c0_g1_i2::g.30062::m.30062, CRCR_TRINITY_DN43207_c3_g1::TRINITY_DN43207_c3_g1_i1::g.20163::m.20163, CRCR_TRINITY_DN45814_c2_g3::TRINITY_DN45814_c2_g3_i2::g.35267::m.35267, CRCR_TRINITY_DN45814_c2_g3::TRINITY_DN45814_c2_g3_i4::g.35268::m.35268, CRCR_TRINITY_DN46748_c0_g2::TRINITY_DN46748_c0_g2_i1::g.11903::m.11903, CRCR_TRINITY_DN80045_c0_g1::TRINITY_DN80045_c0_g1_i1::g.53337::m.53337	CRFI_TRINITYb_DN8512_c0_g1::TRINITYb_DN8512_c0_g1_i1::g.36141::m.36141
OG0000252	CRCR_TRINITY_DN28922_c0_g1::TRINITY_DN28922_c0_g1_i1::g.41359::m.41359, CRCR_TRINITY_DN38215_c0_g1::TRINITY_DN38215_c0_g1_i1::g.23610::m.23610, CRCR_TRINITY_DN38215_c0_g1::TRINITY_DN38215_c0_g1_i1::g.23611::m.23611, CRCR_TRINITY_DN41146_c0_g11::TRINITY_DN41146_c0_g11_i1::g.11063::m.11063, CRCR_TRINITY_DN46889_c2_g1::TRINITY_DN46889_c2_g1_i2::g.16422::m.16422, CRCR_TRINITY_DN46889_c2_g1::TRINITY_DN46889_c2_g1_i4::g.16427::m.16427	CRFI_TRINITYb_DN26598_c0_g1::TRINITYb_DN26598_c0_g1_i1::g.46108::m.46108, CRFI_TRINITYb_DN30435_c0_g3::TRINITYb_DN30435_c0_g3_i1::g.4577::m.4577
OG0000253	CRCR_TRINITY_DN30236_c0_g1::TRINITY_DN30236_c0_g1_i1::g.1251::m.1251, CRCR_TRINITY_DN38869_c2_g2::TRINITY_DN38869_c2_g2_i3::g.20595::m.20595, CRCR_TRINITY_DN38869_c2_g2::TRINITY_DN38869_c2_g2_i4::g.20596::m.20596, CRCR_TRINITY_DN38869_c2_g2::TRINITY_DN38869_c2_g2_i5::g.20597::m.20597, CRCR_TRINITY_DN38869_c2_g2::TRINITY_DN38869_c2_g2_i6::g.20598::m.20598, CRCR_TRINITY_DN38869_c2_g2::TRINITY_DN38869_c2_g2_i7::g.20599::m.20599, CRCR_TRINITY_DN38869_c2_g2::TRINITY_DN38869_c2_g2_i8::g.20600::m.20600	CRFI_TRINITYb_DN19748_c0_g1::TRINITYb_DN19748_c0_g1_i2::g.6804::m.6804
OG0000254	CRCR_TRINITY_DN30432_c0_g1::TRINITY_DN30432_c0_g1_i1::g.4149::m.4149	CRFI_TRINITYb_DN17606_c0_g1::TRINITYb_DN17606_c0_g1_i1::g.2023::m.2023, CRFI_TRINITYb_DN17606_c1_g1::TRINITYb_DN17606_c1_g1_i1::g.2026::m.2026, CRFI_TRINITYb_DN31364_c2_g2::TRINITYb_DN31364_c2_g2_i1::g.1565::m.1565, CRFI_TRINITYb_DN31364_c2_g2::TRINITYb_DN31364_c2_g2_i2::g.1569::m.1569, CRFI_TRINITYb_DN31364_c2_g2::TRINITYb_DN31364_c2_g2_i3::g.1570::m.1570, CRFI_TRINITYb_DN31364_c2_g2::TRINITYb_DN31364_c2_g2_i4::g.1572::m.1572, CRFI_TRINITYb_DN31364_c2_g2::TRINITYb_DN31364_c2_g2_i5::g.1577::m.1577
OG0000255	CRCR_TRINITY_DN30572_c0_g2::TRINITY_DN30572_c0_g2_i1::g.54556::m.54556, CRCR_TRINITY_DN45900_c1_g2::TRINITY_DN45900_c1_g2_i1::g.34985::m.34985, CRCR_TRINITY_DN45900_c1_g2::TRINITY_DN45900_c1_g2_i2::g.34987::m.34987, CRCR_TRINITY_DN45900_c1_g2::TRINITY_DN45900_c1_g2_i4::g.34989::m.34989, CRCR_TRINITY_DN45900_c1_g2::TRINITY_DN45900_c1_g2_i7::g.34992::m.34992, CRCR_TRINITY_DN5227_c0_g1::TRINITY_DN5227_c0_g1_i1::g.20527::m.20527	CRFI_TRINITYb_DN30526_c0_g1::TRINITYb_DN30526_c0_g1_i2::g.46937::m.46937, CRFI_TRINITYb_DN30526_c0_g1::TRINITYb_DN30526_c0_g1_i3::g.46938::m.46938
OG0000256	CRCR_TRINITY_DN31899_c0_g1::TRINITY_DN31899_c0_g1_i1::g.49829::m.49829, CRCR_TRINITY_DN42908_c3_g2::TRINITY_DN42908_c3_g2_i1::g.27231::m.27231, CRCR_TRINITY_DN42908_c3_g2::TRINITY_DN42908_c3_g2_i3::g.27232::m.27232, CRCR_TRINITY_DN42908_c3_g5::TRINITY_DN42908_c3_g5_i1::g.27233::m.27233	CRFI_TRINITYb_DN27699_c0_g2::TRINITYb_DN27699_c0_g2_i3::g.6075::m.6075, CRFI_TRINITYb_DN27699_c0_g6::TRINITYb_DN27699_c0_g6_i1::g.6076::m.6076, CRFI_TRINITYb_DN27699_c0_g6::TRINITYb_DN27699_c0_g6_i2::g.6077::m.6077, CRFI_TRINITYb_DN84668_c0_g1::TRINITYb_DN84668_c0_g1_i1::g.26752::m.26752
OG0000257	CRCR_TRINITY_DN32066_c0_g1::TRINITY_DN32066_c0_g1_i1::g.17527::m.17527, CRCR_TRINITY_DN32066_c0_g1::TRINITY_DN32066_c0_g1_i2::g.17530::m.17530, CRCR_TRINITY_DN32066_c0_g1::TRINITY_DN32066_c0_g1_i3::g.17533::m.17533, CRCR_TRINITY_DN32066_c0_g1::TRINITY_DN32066_c0_g1_i4::g.17536::m.17536	CRFI_TRINITYb_DN31158_c1_g1::TRINITYb_DN31158_c1_g1_i4::g.30089::m.30089, CRFI_TRINITYb_DN31158_c1_g1::TRINITYb_DN31158_c1_g1_i5::g.30090::m.30090, CRFI_TRINITYb_DN31158_c1_g1::TRINITYb_DN31158_c1_g1_i6::g.30091::m.30091, CRFI_TRINITYb_DN31158_c1_g1::TRINITYb_DN31158_c1_g1_i9::g.30098::m.30098
OG0000258	CRCR_TRINITY_DN32832_c0_g1::TRINITY_DN32832_c0_g1_i1::g.17658::m.17658, CRCR_TRINITY_DN40822_c1_g1::TRINITY_DN40822_c1_g1_i2::g.31492::m.31492, CRCR_TRINITY_DN43488_c0_g2::TRINITY_DN43488_c0_g2_i1::g.4528::m.4528, CRCR_TRINITY_DN43488_c0_g2::TRINITY_DN43488_c0_g2_i2::g.4529::m.4529, CRCR_TRINITY_DN43488_c0_g2::TRINITY_DN43488_c0_g2_i3::g.4530::m.4530, CRCR_TRINITY_DN43488_c0_g2::TRINITY_DN43488_c0_g2_i4::g.4531::m.4531	CRFI_TRINITYb_DN32828_c13_g14::TRINITYb_DN32828_c13_g14_i1::g.14831::m.14831, CRFI_TRINITYb_DN32828_c13_g34::TRINITYb_DN32828_c13_g34_i1::g.14835::m.14835
OG0000259	CRCR_TRINITY_DN33206_c0_g1::TRINITY_DN33206_c0_g1_i2::g.39068::m.39068, CRCR_TRINITY_DN33206_c0_g1::TRINITY_DN33206_c0_g1_i3::g.39069::m.39069, CRCR_TRINITY_DN33206_c0_g1::TRINITY_DN33206_c0_g1_i5::g.39071::m.39071, CRCR_TRINITY_DN33206_c0_g1::TRINITY_DN33206_c0_g1_i6::g.39072::m.39072, CRCR_TRINITY_DN33206_c0_g1::TRINITY_DN33206_c0_g1_i7::g.39074::m.39074, CRCR_TRINITY_DN33206_c0_g1::TRINITY_DN33206_c0_g1_i8::g.39075::m.39075	CRFI_TRINITYb_DN20505_c0_g2::TRINITYb_DN20505_c0_g2_i1::g.46243::m.46243, CRFI_TRINITYb_DN20505_c0_g2::TRINITYb_DN20505_c0_g2_i2::g.46244::m.46244
OG0000260	CRCR_TRINITY_DN33651_c1_g1::TRINITY_DN33651_c1_g1_i1::g.10255::m.10255, CRCR_TRINITY_DN40240_c0_g2::TRINITY_DN40240_c0_g2_i1::g.35705::m.35705	CRFI_TRINITYb_DN30488_c0_g1::TRINITYb_DN30488_c0_g1_i1::g.4821::m.4821, CRFI_TRINITYb_DN30488_c0_g1::TRINITYb_DN30488_c0_g1_i2::g.4822::m.4822, CRFI_TRINITYb_DN30488_c0_g1::TRINITYb_DN30488_c0_g1_i3::g.4824::m.4824, CRFI_TRINITYb_DN30488_c0_g1::TRINITYb_DN30488_c0_g1_i4::g.4826::m.4826, CRFI_TRINITYb_DN30488_c0_g1::TRINITYb_DN30488_c0_g1_i5::g.4829::m.4829, CRFI_TRINITYb_DN30488_c0_g1::TRINITYb_DN30488_c0_g1_i6::g.4831::m.4831
OG0000261	CRCR_TRINITY_DN33769_c0_g1::TRINITY_DN33769_c0_g1_i1::g.6482::m.6482, CRCR_TRINITY_DN42295_c2_g2::TRINITY_DN42295_c2_g2_i1::g.32611::m.32611, CRCR_TRINITY_DN42295_c2_g2::TRINITY_DN42295_c2_g2_i2::g.32618::m.32618, CRCR_TRINITY_DN42295_c2_g2::TRINITY_DN42295_c2_g2_i5::g.32624::m.32624, CRCR_TRINITY_DN42295_c2_g2::TRINITY_DN42295_c2_g2_i6::g.32630::m.32630, CRCR_TRINITY_DN42295_c2_g2::TRINITY_DN42295_c2_g2_i7::g.32637::m.32637, CRCR_TRINITY_DN42295_c2_g2::TRINITY_DN42295_c2_g2_i9::g.32639::m.32639	CRFI_TRINITYb_DN65511_c0_g1::TRINITYb_DN65511_c0_g1_i1::g.18492::m.18492
OG0000262	CRCR_TRINITY_DN33769_c0_g1::TRINITY_DN33769_c0_g1_i1::g.6483::m.6483, CRCR_TRINITY_DN33769_c0_g1::TRINITY_DN33769_c0_g1_i2::g.6485::m.6485, CRCR_TRINITY_DN42295_c2_g2::TRINITY_DN42295_c2_g2_i1::g.32616::m.32616, CRCR_TRINITY_DN42295_c2_g2::TRINITY_DN42295_c2_g2_i2::g.32622::m.32622, CRCR_TRINITY_DN42295_c2_g2::TRINITY_DN42295_c2_g2_i5::g.32628::m.32628, CRCR_TRINITY_DN42295_c2_g2::TRINITY_DN42295_c2_g2_i6::g.32634::m.32634, CRCR_TRINITY_DN42295_c2_g2::TRINITY_DN42295_c2_g2_i9::g.32644::m.32644	CRFI_TRINITYb_DN10795_c0_g1::TRINITYb_DN10795_c0_g1_i1::g.42366::m.42366
OG0000263	CRCR_TRINITY_DN34020_c0_g1::TRINITY_DN34020_c0_g1_i1::g.27986::m.27986, CRCR_TRINITY_DN34020_c0_g1::TRINITY_DN34020_c0_g1_i3::g.27989::m.27989, CRCR_TRINITY_DN34020_c0_g1::TRINITY_DN34020_c0_g1_i4::g.27993::m.27993, CRCR_TRINITY_DN34020_c0_g1::TRINITY_DN34020_c0_g1_i5::g.27998::m.27998	CRFI_TRINITYb_DN24291_c0_g1::TRINITYb_DN24291_c0_g1_i1::g.15162::m.15162, CRFI_TRINITYb_DN24291_c0_g1::TRINITYb_DN24291_c0_g1_i2::g.15166::m.15166, CRFI_TRINITYb_DN24291_c0_g1::TRINITYb_DN24291_c0_g1_i3::g.15169::m.15169, CRFI_TRINITYb_DN71570_c0_g1::TRINITYb_DN71570_c0_g1_i1::g.19422::m.19422
OG0000264	CRCR_TRINITY_DN34282_c0_g1::TRINITY_DN34282_c0_g1_i1::g.25766::m.25766, CRCR_TRINITY_DN46591_c0_g16::TRINITY_DN46591_c0_g16_i1::g.37875::m.37875, CRCR_TRINITY_DN46591_c0_g16::TRINITY_DN46591_c0_g16_i2::g.37877::m.37877, CRCR_TRINITY_DN46591_c0_g16::TRINITY_DN46591_c0_g16_i3::g.37878::m.37878, CRCR_TRINITY_DN46591_c0_g16::TRINITY_DN46591_c0_g16_i5::g.37880::m.37880, CRCR_TRINITY_DN46591_c0_g16::TRINITY_DN46591_c0_g16_i6::g.37882::m.37882	CRFI_TRINITYb_DN32892_c3_g2::TRINITYb_DN32892_c3_g2_i2::g.14796::m.14796, CRFI_TRINITYb_DN32892_c3_g2::TRINITYb_DN32892_c3_g2_i4::g.14800::m.14800
OG0000265	CRCR_TRINITY_DN34824_c0_g1::TRINITY_DN34824_c0_g1_i1::g.43711::m.43711, CRCR_TRINITY_DN34824_c0_g1::TRINITY_DN34824_c0_g1_i2::g.43712::m.43712, CRCR_TRINITY_DN34824_c0_g1::TRINITY_DN34824_c0_g1_i3::g.43713::m.43713, CRCR_TRINITY_DN34824_c0_g1::TRINITY_DN34824_c0_g1_i4::g.43714::m.43714	CRFI_TRINITYb_DN29349_c0_g1::TRINITYb_DN29349_c0_g1_i1::g.16642::m.16642, CRFI_TRINITYb_DN29349_c0_g1::TRINITYb_DN29349_c0_g1_i2::g.16644::m.16644, CRFI_TRINITYb_DN29349_c0_g1::TRINITYb_DN29349_c0_g1_i3::g.16647::m.16647, CRFI_TRINITYb_DN29349_c0_g1::TRINITYb_DN29349_c0_g1_i4::g.16650::m.16650
OG0000266	CRCR_TRINITY_DN35285_c0_g1::TRINITY_DN35285_c0_g1_i1::g.18937::m.18937	CRFI_TRINITYb_DN32970_c2_g3::TRINITYb_DN32970_c2_g3_i10::g.35122::m.35122, CRFI_TRINITYb_DN32970_c2_g3::TRINITYb_DN32970_c2_g3_i1::g.35113::m.35113, CRFI_TRINITYb_DN32970_c2_g3::TRINITYb_DN32970_c2_g3_i2::g.35114::m.35114, CRFI_TRINITYb_DN32970_c2_g3::TRINITYb_DN32970_c2_g3_i3::g.35116::m.35116, CRFI_TRINITYb_DN32970_c2_g3::TRINITYb_DN32970_c2_g3_i6::g.35117::m.35117, CRFI_TRINITYb_DN32970_c2_g3::TRINITYb_DN32970_c2_g3_i7::g.35118::m.35118, CRFI_TRINITYb_DN32970_c2_g3::TRINITYb_DN32970_c2_g3_i8::g.35120::m.35120
