Orthogroup	CRCR_fixednames	CRFI_fixednames
OG0000270	CRCR_TRINITY_DN36751_c0_g1__TRINITY_DN36751_c0_g1_i11__g.30021__m.30021, CRCR_TRINITY_DN36751_c0_g1__TRINITY_DN36751_c0_g1_i1__g.29977__m.29977, CRCR_TRINITY_DN36751_c0_g1__TRINITY_DN36751_c0_g1_i2__g.29983__m.29983, CRCR_TRINITY_DN36751_c0_g1__TRINITY_DN36751_c0_g1_i4__g.29992__m.29992, CRCR_TRINITY_DN36751_c0_g1__TRINITY_DN36751_c0_g1_i5__g.29996__m.29996, CRCR_TRINITY_DN36751_c0_g1__TRINITY_DN36751_c0_g1_i7__g.30002__m.30002, CRCR_TRINITY_DN36751_c0_g1__TRINITY_DN36751_c0_g1_i8__g.30005__m.30005, CRCR_TRINITY_DN36751_c0_g1__TRINITY_DN36751_c0_g1_i9__g.30011__m.30011	
OG0000271	CRCR_TRINITY_DN36840_c0_g1__TRINITY_DN36840_c0_g1_i1__g.38227__m.38227, CRCR_TRINITY_DN36840_c0_g1__TRINITY_DN36840_c0_g1_i4__g.38230__m.38230	CRFI_TRINITYb_DN32298_c0_g4__TRINITYb_DN32298_c0_g4_i10__g.27901__m.27901, CRFI_TRINITYb_DN32298_c0_g4__TRINITYb_DN32298_c0_g4_i11__g.27903__m.27903, CRFI_TRINITYb_DN32298_c0_g4__TRINITYb_DN32298_c0_g4_i12__g.27904__m.27904, CRFI_TRINITYb_DN32298_c0_g4__TRINITYb_DN32298_c0_g4_i7__g.27895__m.27895, CRFI_TRINITYb_DN32298_c0_g4__TRINITYb_DN32298_c0_g4_i8__g.27897__m.27897, CRFI_TRINITYb_DN32298_c0_g4__TRINITYb_DN32298_c0_g4_i9__g.27899__m.27899
OG0000272	CRCR_TRINITY_DN36851_c1_g1__TRINITY_DN36851_c1_g1_i1__g.38261__m.38261, CRCR_TRINITY_DN36851_c1_g1__TRINITY_DN36851_c1_g1_i2__g.38263__m.38263, CRCR_TRINITY_DN36851_c1_g1__TRINITY_DN36851_c1_g1_i3__g.38264__m.38264, CRCR_TRINITY_DN36851_c1_g1__TRINITY_DN36851_c1_g1_i4__g.38265__m.38265	CRFI_TRINITYb_DN17494_c1_g1__TRINITYb_DN17494_c1_g1_i1__g.871__m.871, CRFI_TRINITYb_DN17494_c1_g2__TRINITYb_DN17494_c1_g2_i1__g.872__m.872, CRFI_TRINITYb_DN17494_c1_g2__TRINITYb_DN17494_c1_g2_i2__g.874__m.874, CRFI_TRINITYb_DN17494_c1_g2__TRINITYb_DN17494_c1_g2_i3__g.875__m.875
OG0000273	CRCR_TRINITY_DN37003_c1_g22__TRINITY_DN37003_c1_g22_i1__g.54191__m.54191, CRCR_TRINITY_DN37003_c1_g28__TRINITY_DN37003_c1_g28_i1__g.54192__m.54192, CRCR_TRINITY_DN37003_c1_g29__TRINITY_DN37003_c1_g29_i1__g.54194__m.54194, CRCR_TRINITY_DN37003_c1_g29__TRINITY_DN37003_c1_g29_i3__g.54195__m.54195, CRCR_TRINITY_DN37218_c1_g2__TRINITY_DN37218_c1_g2_i6__g.28220__m.28220, CRCR_TRINITY_DN43549_c0_g1__TRINITY_DN43549_c0_g1_i1__g.47419__m.47419, CRCR_TRINITY_DN46682_c11_g72__TRINITY_DN46682_c11_g72_i1__g.2313__m.2313, CRCR_TRINITY_DN46682_c11_g72__TRINITY_DN46682_c11_g72_i4__g.2315__m.2315	
OG0000274	CRCR_TRINITY_DN37314_c0_g2__TRINITY_DN37314_c0_g2_i1__g.14246__m.14246, CRCR_TRINITY_DN37314_c0_g2__TRINITY_DN37314_c0_g2_i4__g.14248__m.14248	CRFI_TRINITYb_DN31281_c2_g1__TRINITYb_DN31281_c2_g1_i1__g.9339__m.9339, CRFI_TRINITYb_DN31281_c2_g1__TRINITYb_DN31281_c2_g1_i2__g.9343__m.9343, CRFI_TRINITYb_DN31281_c2_g1__TRINITYb_DN31281_c2_g1_i3__g.9347__m.9347, CRFI_TRINITYb_DN31281_c2_g1__TRINITYb_DN31281_c2_g1_i4__g.9351__m.9351, CRFI_TRINITYb_DN31281_c2_g1__TRINITYb_DN31281_c2_g1_i5__g.9355__m.9355, CRFI_TRINITYb_DN31281_c2_g1__TRINITYb_DN31281_c2_g1_i6__g.9359__m.9359
OG0000275	CRCR_TRINITY_DN37354_c0_g1__TRINITY_DN37354_c0_g1_i2__g.14133__m.14133, CRCR_TRINITY_DN37354_c0_g1__TRINITY_DN37354_c0_g1_i3__g.14135__m.14135, CRCR_TRINITY_DN37354_c0_g1__TRINITY_DN37354_c0_g1_i4__g.14138__m.14138, CRCR_TRINITY_DN37354_c0_g1__TRINITY_DN37354_c0_g1_i5__g.14140__m.14140	CRFI_TRINITYb_DN23527_c0_g1__TRINITYb_DN23527_c0_g1_i1__g.4439__m.4439, CRFI_TRINITYb_DN23527_c0_g1__TRINITYb_DN23527_c0_g1_i2__g.4442__m.4442, CRFI_TRINITYb_DN23527_c0_g1__TRINITYb_DN23527_c0_g1_i3__g.4445__m.4445, CRFI_TRINITYb_DN23527_c0_g1__TRINITYb_DN23527_c0_g1_i4__g.4448__m.4448
OG0000276	CRCR_TRINITY_DN37528_c1_g1__TRINITY_DN37528_c1_g1_i1__g.21932__m.21932, CRCR_TRINITY_DN37528_c1_g1__TRINITY_DN37528_c1_g1_i2__g.21935__m.21935, CRCR_TRINITY_DN37528_c1_g1__TRINITY_DN37528_c1_g1_i3__g.21937__m.21937, CRCR_TRINITY_DN37528_c1_g1__TRINITY_DN37528_c1_g1_i3__g.21938__m.21938	CRFI_TRINITYb_DN28548_c0_g2__TRINITYb_DN28548_c0_g2_i1__g.20630__m.20630, CRFI_TRINITYb_DN28548_c0_g2__TRINITYb_DN28548_c0_g2_i2__g.20632__m.20632, CRFI_TRINITYb_DN28548_c0_g2__TRINITYb_DN28548_c0_g2_i3__g.20634__m.20634, CRFI_TRINITYb_DN28548_c0_g2__TRINITYb_DN28548_c0_g2_i4__g.20637__m.20637
OG0000277	CRCR_TRINITY_DN37560_c0_g2__TRINITY_DN37560_c0_g2_i1__g.21953__m.21953	CRFI_TRINITYb_DN29007_c3_g3__TRINITYb_DN29007_c3_g3_i1__g.12504__m.12504, CRFI_TRINITYb_DN29007_c3_g3__TRINITYb_DN29007_c3_g3_i2__g.12506__m.12506, CRFI_TRINITYb_DN29007_c3_g3__TRINITYb_DN29007_c3_g3_i3__g.12508__m.12508, CRFI_TRINITYb_DN29007_c3_g3__TRINITYb_DN29007_c3_g3_i4__g.12510__m.12510, CRFI_TRINITYb_DN29007_c3_g3__TRINITYb_DN29007_c3_g3_i5__g.12511__m.12511, CRFI_TRINITYb_DN29007_c3_g3__TRINITYb_DN29007_c3_g3_i6__g.12512__m.12512, CRFI_TRINITYb_DN29007_c3_g3__TRINITYb_DN29007_c3_g3_i7__g.12513__m.12513
OG0000278	CRCR_TRINITY_DN38447_c0_g2__TRINITY_DN38447_c0_g2_i1__g.32188__m.32188, CRCR_TRINITY_DN38447_c0_g2__TRINITY_DN38447_c0_g2_i2__g.32192__m.32192, CRCR_TRINITY_DN38447_c0_g2__TRINITY_DN38447_c0_g2_i3__g.32200__m.32200, CRCR_TRINITY_DN38447_c0_g2__TRINITY_DN38447_c0_g2_i4__g.32204__m.32204, CRCR_TRINITY_DN38447_c0_g2__TRINITY_DN38447_c0_g2_i5__g.32208__m.32208, CRCR_TRINITY_DN38447_c0_g2__TRINITY_DN38447_c0_g2_i6__g.32212__m.32212, CRCR_TRINITY_DN38447_c0_g2__TRINITY_DN38447_c0_g2_i7__g.32217__m.32217	CRFI_TRINITYb_DN17852_c0_g1__TRINITYb_DN17852_c0_g1_i1__g.10198__m.10198
OG0000279	CRCR_TRINITY_DN38942_c0_g1__TRINITY_DN38942_c0_g1_i1__g.52758__m.52758, CRCR_TRINITY_DN38942_c0_g1__TRINITY_DN38942_c0_g1_i1__g.52759__m.52759, CRCR_TRINITY_DN38942_c0_g1__TRINITY_DN38942_c0_g1_i2__g.52762__m.52762, CRCR_TRINITY_DN38942_c0_g1__TRINITY_DN38942_c0_g1_i3__g.52765__m.52765, CRCR_TRINITY_DN38942_c0_g1__TRINITY_DN38942_c0_g1_i4__g.52769__m.52769, CRCR_TRINITY_DN38942_c0_g1__TRINITY_DN38942_c0_g1_i4__g.52770__m.52770	CRFI_TRINITYb_DN23722_c0_g1__TRINITYb_DN23722_c0_g1_i1__g.11100__m.11100, CRFI_TRINITYb_DN23722_c0_g1__TRINITYb_DN23722_c0_g1_i2__g.11103__m.11103
OG0000280	CRCR_TRINITY_DN38993_c0_g4__TRINITY_DN38993_c0_g4_i1__g.52810__m.52810, CRCR_TRINITY_DN38993_c0_g5__TRINITY_DN38993_c0_g5_i1__g.52811__m.52811, CRCR_TRINITY_DN43311_c3_g1__TRINITY_DN43311_c3_g1_i1__g.13168__m.13168, CRCR_TRINITY_DN43311_c3_g1__TRINITY_DN43311_c3_g1_i2__g.13170__m.13170, CRCR_TRINITY_DN43311_c3_g1__TRINITY_DN43311_c3_g1_i3__g.13171__m.13171, CRCR_TRINITY_DN43311_c3_g1__TRINITY_DN43311_c3_g1_i4__g.13172__m.13172, CRCR_TRINITY_DN9768_c0_g1__TRINITY_DN9768_c0_g1_i1__g.29350__m.29350	CRFI_TRINITYb_DN30862_c2_g3__TRINITYb_DN30862_c2_g3_i7__g.3372__m.3372
OG0000281	CRCR_TRINITY_DN39838_c1_g1__TRINITY_DN39838_c1_g1_i1__g.24469__m.24469, CRCR_TRINITY_DN39838_c1_g1__TRINITY_DN39838_c1_g1_i2__g.24471__m.24471	CRFI_TRINITYb_DN31205_c1_g1__TRINITYb_DN31205_c1_g1_i1__g.9055__m.9055, CRFI_TRINITYb_DN31205_c1_g1__TRINITYb_DN31205_c1_g1_i2__g.9057__m.9057, CRFI_TRINITYb_DN31205_c1_g1__TRINITYb_DN31205_c1_g1_i3__g.9060__m.9060, CRFI_TRINITYb_DN31205_c1_g1__TRINITYb_DN31205_c1_g1_i4__g.9062__m.9062, CRFI_TRINITYb_DN31205_c1_g1__TRINITYb_DN31205_c1_g1_i5__g.9064__m.9064, CRFI_TRINITYb_DN31205_c1_g1__TRINITYb_DN31205_c1_g1_i6__g.9067__m.9067
OG0000282	CRCR_TRINITY_DN40004_c0_g1__TRINITY_DN40004_c0_g1_i3__g.18184__m.18184, CRCR_TRINITY_DN40004_c0_g1__TRINITY_DN40004_c0_g1_i4__g.18185__m.18185, CRCR_TRINITY_DN40004_c0_g1__TRINITY_DN40004_c0_g1_i7__g.18187__m.18187, CRCR_TRINITY_DN40004_c0_g1__TRINITY_DN40004_c0_g1_i8__g.18188__m.18188	CRFI_TRINITYb_DN25995_c0_g1__TRINITYb_DN25995_c0_g1_i1__g.32243__m.32243, CRFI_TRINITYb_DN25995_c0_g1__TRINITYb_DN25995_c0_g1_i3__g.32245__m.32245, CRFI_TRINITYb_DN25995_c0_g1__TRINITYb_DN25995_c0_g1_i4__g.32246__m.32246, CRFI_TRINITYb_DN25995_c0_g1__TRINITYb_DN25995_c0_g1_i6__g.32248__m.32248
OG0000283	CRCR_TRINITY_DN40155_c1_g1__TRINITY_DN40155_c1_g1_i2__g.46949__m.46949, CRCR_TRINITY_DN40155_c1_g1__TRINITY_DN40155_c1_g1_i3__g.46951__m.46951, CRCR_TRINITY_DN40155_c1_g1__TRINITY_DN40155_c1_g1_i4__g.46953__m.46953, CRCR_TRINITY_DN40155_c1_g1__TRINITY_DN40155_c1_g1_i5__g.46954__m.46954, CRCR_TRINITY_DN40155_c1_g1__TRINITY_DN40155_c1_g1_i6__g.46955__m.46955, CRCR_TRINITY_DN40155_c1_g1__TRINITY_DN40155_c1_g1_i8__g.46958__m.46958	CRFI_TRINITYb_DN22949_c0_g1__TRINITYb_DN22949_c0_g1_i1__g.35468__m.35468, CRFI_TRINITYb_DN22949_c0_g1__TRINITYb_DN22949_c0_g1_i3__g.35470__m.35470
OG0000284	CRCR_TRINITY_DN40165_c0_g1__TRINITY_DN40165_c0_g1_i1__g.46787__m.46787, CRCR_TRINITY_DN40165_c0_g1__TRINITY_DN40165_c0_g1_i2__g.46789__m.46789	CRFI_TRINITYb_DN25345_c0_g1__TRINITYb_DN25345_c0_g1_i1__g.16275__m.16275, CRFI_TRINITYb_DN25345_c0_g1__TRINITYb_DN25345_c0_g1_i2__g.16277__m.16277, CRFI_TRINITYb_DN25345_c0_g1__TRINITYb_DN25345_c0_g1_i3__g.16279__m.16279, CRFI_TRINITYb_DN25345_c0_g1__TRINITYb_DN25345_c0_g1_i4__g.16282__m.16282, CRFI_TRINITYb_DN25345_c0_g1__TRINITYb_DN25345_c0_g1_i5__g.16284__m.16284, CRFI_TRINITYb_DN25345_c0_g1__TRINITYb_DN25345_c0_g1_i6__g.16287__m.16287
OG0000285	CRCR_TRINITY_DN40378_c0_g1__TRINITY_DN40378_c0_g1_i1__g.39390__m.39390, CRCR_TRINITY_DN40378_c0_g1__TRINITY_DN40378_c0_g1_i2__g.39391__m.39391, CRCR_TRINITY_DN40378_c0_g1__TRINITY_DN40378_c0_g1_i4__g.39392__m.39392	CRFI_TRINITYb_DN24081_c0_g1__TRINITYb_DN24081_c0_g1_i3__g.44147__m.44147, CRFI_TRINITYb_DN24081_c0_g1__TRINITYb_DN24081_c0_g1_i4__g.44148__m.44148, CRFI_TRINITYb_DN24081_c0_g1__TRINITYb_DN24081_c0_g1_i5__g.44149__m.44149, CRFI_TRINITYb_DN24081_c0_g1__TRINITYb_DN24081_c0_g1_i7__g.44150__m.44150, CRFI_TRINITYb_DN32851_c0_g1__TRINITYb_DN32851_c0_g1_i1__g.14894__m.14894
OG0000286	CRCR_TRINITY_DN40490_c3_g1__TRINITY_DN40490_c3_g1_i1__g.24868__m.24868	CRFI_TRINITYb_DN21454_c0_g1__TRINITYb_DN21454_c0_g1_i1__g.8529__m.8529, CRFI_TRINITYb_DN29199_c0_g2__TRINITYb_DN29199_c0_g2_i1__g.159__m.159, CRFI_TRINITYb_DN30426_c4_g3__TRINITYb_DN30426_c4_g3_i1__g.4743__m.4743, CRFI_TRINITYb_DN30426_c4_g3__TRINITYb_DN30426_c4_g3_i1__g.4744__m.4744, CRFI_TRINITYb_DN31215_c7_g3__TRINITYb_DN31215_c7_g3_i1__g.9009__m.9009, CRFI_TRINITYb_DN32202_c4_g3__TRINITYb_DN32202_c4_g3_i2__g.28035__m.28035, CRFI_TRINITYb_DN32917_c0_g3__TRINITYb_DN32917_c0_g3_i5__g.34951__m.34951
OG0000287	CRCR_TRINITY_DN40557_c3_g3__TRINITY_DN40557_c3_g3_i1__g.17169__m.17169, CRCR_TRINITY_DN40557_c3_g3__TRINITY_DN40557_c3_g3_i2__g.17174__m.17174, CRCR_TRINITY_DN40557_c3_g3__TRINITY_DN40557_c3_g3_i3__g.17183__m.17183, CRCR_TRINITY_DN40557_c3_g4__TRINITY_DN40557_c3_g4_i1__g.17170__m.17170, CRCR_TRINITY_DN40557_c3_g4__TRINITY_DN40557_c3_g4_i3__g.17177__m.17177, CRCR_TRINITY_DN40557_c3_g4__TRINITY_DN40557_c3_g4_i4__g.17184__m.17184	CRFI_TRINITYb_DN30240_c2_g3__TRINITYb_DN30240_c2_g3_i2__g.573__m.573, CRFI_TRINITYb_DN30240_c2_g3__TRINITYb_DN30240_c2_g3_i3__g.576__m.576
OG0000288	CRCR_TRINITY_DN40745_c0_g2__TRINITY_DN40745_c0_g2_i1__g.46046__m.46046, CRCR_TRINITY_DN40745_c0_g2__TRINITY_DN40745_c0_g2_i4__g.46049__m.46049, CRCR_TRINITY_DN40745_c0_g2__TRINITY_DN40745_c0_g2_i6__g.46053__m.46053	CRFI_TRINITYb_DN32403_c3_g1__TRINITYb_DN32403_c3_g1_i1__g.47434__m.47434, CRFI_TRINITYb_DN32403_c3_g1__TRINITYb_DN32403_c3_g1_i2__g.47436__m.47436, CRFI_TRINITYb_DN32403_c3_g1__TRINITYb_DN32403_c3_g1_i3__g.47437__m.47437, CRFI_TRINITYb_DN32403_c3_g1__TRINITYb_DN32403_c3_g1_i4__g.47439__m.47439, CRFI_TRINITYb_DN32403_c3_g1__TRINITYb_DN32403_c3_g1_i5__g.47442__m.47442
OG0000289	CRCR_TRINITY_DN40906_c3_g10__TRINITY_DN40906_c3_g10_i1__g.40608__m.40608, CRCR_TRINITY_DN40906_c3_g19__TRINITY_DN40906_c3_g19_i1__g.40609__m.40609, CRCR_TRINITY_DN40906_c3_g22__TRINITY_DN40906_c3_g22_i1__g.40610__m.40610, CRCR_TRINITY_DN40906_c3_g32__TRINITY_DN40906_c3_g32_i1__g.40611__m.40611, CRCR_TRINITY_DN40906_c3_g32__TRINITY_DN40906_c3_g32_i2__g.40612__m.40612, CRCR_TRINITY_DN40906_c3_g37__TRINITY_DN40906_c3_g37_i2__g.40613__m.40613, CRCR_TRINITY_DN45129_c0_g18__TRINITY_DN45129_c0_g18_i1__g.44466__m.44466, CRCR_TRINITY_DN45129_c0_g20__TRINITY_DN45129_c0_g20_i1__g.44467__m.44467	
OG0000290	CRCR_TRINITY_DN41129_c0_g1__TRINITY_DN41129_c0_g1_i1__g.11303__m.11303, CRCR_TRINITY_DN41129_c0_g1__TRINITY_DN41129_c0_g1_i6__g.11313__m.11313, CRCR_TRINITY_DN41129_c0_g1__TRINITY_DN41129_c0_g1_i8__g.11320__m.11320	CRFI_TRINITYb_DN30439_c0_g1__TRINITYb_DN30439_c0_g1_i1__g.4858__m.4858, CRFI_TRINITYb_DN30439_c0_g1__TRINITYb_DN30439_c0_g1_i4__g.4862__m.4862, CRFI_TRINITYb_DN30439_c0_g1__TRINITYb_DN30439_c0_g1_i5__g.4866__m.4866, CRFI_TRINITYb_DN30439_c0_g1__TRINITYb_DN30439_c0_g1_i8__g.4869__m.4869, CRFI_TRINITYb_DN30439_c0_g1__TRINITYb_DN30439_c0_g1_i9__g.4871__m.4871
OG0000291	CRCR_TRINITY_DN41367_c0_g1__TRINITY_DN41367_c0_g1_i1__g.8135__m.8135, CRCR_TRINITY_DN41367_c0_g1__TRINITY_DN41367_c0_g1_i2__g.8137__m.8137, CRCR_TRINITY_DN41367_c0_g1__TRINITY_DN41367_c0_g1_i3__g.8139__m.8139, CRCR_TRINITY_DN41367_c0_g1__TRINITY_DN41367_c0_g1_i4__g.8140__m.8140, CRCR_TRINITY_DN41367_c0_g1__TRINITY_DN41367_c0_g1_i5__g.8141__m.8141, CRCR_TRINITY_DN41367_c0_g1__TRINITY_DN41367_c0_g1_i6__g.8142__m.8142	CRFI_TRINITYb_DN21544_c0_g2__TRINITYb_DN21544_c0_g2_i1__g.15637__m.15637, CRFI_TRINITYb_DN21544_c0_g2__TRINITYb_DN21544_c0_g2_i2__g.15639__m.15639
OG0000292	CRCR_TRINITY_DN41630_c1_g13__TRINITY_DN41630_c1_g13_i15__g.49250__m.49250, CRCR_TRINITY_DN41630_c1_g13__TRINITY_DN41630_c1_g13_i17__g.49251__m.49251, CRCR_TRINITY_DN41630_c1_g13__TRINITY_DN41630_c1_g13_i4__g.49244__m.49244, CRCR_TRINITY_DN41630_c1_g13__TRINITY_DN41630_c1_g13_i7__g.49246__m.49246	CRFI_TRINITYb_DN27124_c0_g2__TRINITYb_DN27124_c0_g2_i2__g.6278__m.6278, CRFI_TRINITYb_DN27124_c0_g2__TRINITYb_DN27124_c0_g2_i3__g.6279__m.6279, CRFI_TRINITYb_DN27124_c0_g2__TRINITYb_DN27124_c0_g2_i7__g.6280__m.6280, CRFI_TRINITYb_DN27124_c0_g2__TRINITYb_DN27124_c0_g2_i9__g.6281__m.6281
OG0000293	CRCR_TRINITY_DN41692_c1_g15__TRINITY_DN41692_c1_g15_i1__g.49119__m.49119, CRCR_TRINITY_DN41692_c1_g15__TRINITY_DN41692_c1_g15_i2__g.49120__m.49120, CRCR_TRINITY_DN41692_c1_g17__TRINITY_DN41692_c1_g17_i2__g.49121__m.49121, CRCR_TRINITY_DN41692_c1_g1__TRINITY_DN41692_c1_g1_i1__g.49116__m.49116, CRCR_TRINITY_DN41692_c1_g2__TRINITY_DN41692_c1_g2_i1__g.49117__m.49117	CRFI_TRINITYb_DN32766_c0_g1__TRINITYb_DN32766_c0_g1_i1__g.24152__m.24152, CRFI_TRINITYb_DN32766_c0_g1__TRINITYb_DN32766_c0_g1_i2__g.24153__m.24153, CRFI_TRINITYb_DN32766_c0_g1__TRINITYb_DN32766_c0_g1_i3__g.24155__m.24155
OG0000294	CRCR_TRINITY_DN42021_c0_g1__TRINITY_DN42021_c0_g1_i3__g.55596__m.55596	CRFI_TRINITYb_DN10255_c0_g1__TRINITYb_DN10255_c0_g1_i1__g.25066__m.25066, CRFI_TRINITYb_DN15217_c0_g1__TRINITYb_DN15217_c0_g1_i1__g.39931__m.39931, CRFI_TRINITYb_DN29620_c5_g1__TRINITYb_DN29620_c5_g1_i1__g.45223__m.45223, CRFI_TRINITYb_DN29620_c5_g1__TRINITYb_DN29620_c5_g1_i2__g.45225__m.45225, CRFI_TRINITYb_DN43954_c0_g1__TRINITYb_DN43954_c0_g1_i1__g.18559__m.18559, CRFI_TRINITYb_DN70914_c0_g1__TRINITYb_DN70914_c0_g1_i1__g.37239__m.37239, CRFI_TRINITYb_DN71368_c0_g1__TRINITYb_DN71368_c0_g1_i1__g.49132__m.49132
OG0000295	CRCR_TRINITY_DN42180_c0_g1__TRINITY_DN42180_c0_g1_i2__g.6597__m.6597, CRCR_TRINITY_DN42180_c0_g1__TRINITY_DN42180_c0_g1_i3__g.6601__m.6601, CRCR_TRINITY_DN42180_c0_g1__TRINITY_DN42180_c0_g1_i4__g.6605__m.6605, CRCR_TRINITY_DN42180_c0_g1__TRINITY_DN42180_c0_g1_i5__g.6607__m.6607	CRFI_TRINITYb_DN30623_c0_g1__TRINITYb_DN30623_c0_g1_i1__g.23238__m.23238, CRFI_TRINITYb_DN30623_c0_g1__TRINITYb_DN30623_c0_g1_i2__g.23241__m.23241, CRFI_TRINITYb_DN30623_c0_g1__TRINITYb_DN30623_c0_g1_i3__g.23245__m.23245, CRFI_TRINITYb_DN84128_c0_g1__TRINITYb_DN84128_c0_g1_i1__g.21611__m.21611
OG0000296	CRCR_TRINITY_DN42312_c0_g1__TRINITY_DN42312_c0_g1_i2__g.28759__m.28759, CRCR_TRINITY_DN42312_c0_g1__TRINITY_DN42312_c0_g1_i3__g.28761__m.28761, CRCR_TRINITY_DN42312_c0_g2__TRINITY_DN42312_c0_g2_i1__g.28763__m.28763, CRCR_TRINITY_DN42312_c0_g3__TRINITY_DN42312_c0_g3_i1__g.28764__m.28764	CRFI_TRINITYb_DN28578_c0_g1__TRINITYb_DN28578_c0_g1_i2__g.20375__m.20375, CRFI_TRINITYb_DN28578_c0_g1__TRINITYb_DN28578_c0_g1_i3__g.20376__m.20376, CRFI_TRINITYb_DN28578_c0_g1__TRINITYb_DN28578_c0_g1_i5__g.20377__m.20377, CRFI_TRINITYb_DN28578_c0_g1__TRINITYb_DN28578_c0_g1_i6__g.20379__m.20379
OG0000297	CRCR_TRINITY_DN42329_c0_g2__TRINITY_DN42329_c0_g2_i15__g.28681__m.28681, CRCR_TRINITY_DN42329_c0_g2__TRINITY_DN42329_c0_g2_i4__g.28656__m.28656, CRCR_TRINITY_DN42329_c0_g2__TRINITY_DN42329_c0_g2_i8__g.28659__m.28659, CRCR_TRINITY_DN42329_c0_g2__TRINITY_DN42329_c0_g2_i9__g.28662__m.28662	CRFI_TRINITYb_DN31949_c0_g1__TRINITYb_DN31949_c0_g1_i6__g.3865__m.3865, CRFI_TRINITYb_DN31949_c0_g1__TRINITYb_DN31949_c0_g1_i8__g.3871__m.3871, CRFI_TRINITYb_DN71547_c0_g1__TRINITYb_DN71547_c0_g1_i1__g.19407__m.19407, CRFI_TRINITYb_DN73354_c0_g1__TRINITYb_DN73354_c0_g1_i1__g.2924__m.2924
OG0000298	CRCR_TRINITY_DN42349_c0_g1__TRINITY_DN42349_c0_g1_i1__g.28515__m.28515, CRCR_TRINITY_DN42349_c0_g1__TRINITY_DN42349_c0_g1_i3__g.28517__m.28517, CRCR_TRINITY_DN42349_c0_g1__TRINITY_DN42349_c0_g1_i4__g.28519__m.28519, CRCR_TRINITY_DN42349_c0_g1__TRINITY_DN42349_c0_g1_i5__g.28521__m.28521, CRCR_TRINITY_DN42349_c0_g1__TRINITY_DN42349_c0_g1_i6__g.28523__m.28523, CRCR_TRINITY_DN42349_c0_g1__TRINITY_DN42349_c0_g1_i7__g.28526__m.28526, CRCR_TRINITY_DN42349_c0_g1__TRINITY_DN42349_c0_g1_i8__g.28527__m.28527	CRFI_TRINITYb_DN26212_c0_g1__TRINITYb_DN26212_c0_g1_i1__g.15433__m.15433
OG0000299	CRCR_TRINITY_DN42444_c0_g5__TRINITY_DN42444_c0_g5_i1__g.16925__m.16925, CRCR_TRINITY_DN42444_c0_g5__TRINITY_DN42444_c0_g5_i2__g.16928__m.16928	CRFI_TRINITYb_DN27385_c0_g1__TRINITYb_DN27385_c0_g1_i1__g.6497__m.6497, CRFI_TRINITYb_DN27385_c0_g1__TRINITYb_DN27385_c0_g1_i2__g.6499__m.6499, CRFI_TRINITYb_DN27385_c0_g1__TRINITYb_DN27385_c0_g1_i3__g.6501__m.6501, CRFI_TRINITYb_DN27385_c0_g1__TRINITYb_DN27385_c0_g1_i4__g.6503__m.6503, CRFI_TRINITYb_DN27385_c0_g1__TRINITYb_DN27385_c0_g1_i5__g.6505__m.6505, CRFI_TRINITYb_DN27385_c0_g1__TRINITYb_DN27385_c0_g1_i6__g.6507__m.6507
OG0000300	CRCR_TRINITY_DN42552_c0_g1__TRINITY_DN42552_c0_g1_i1__g.31058__m.31058, CRCR_TRINITY_DN42552_c0_g1__TRINITY_DN42552_c0_g1_i2__g.31059__m.31059, CRCR_TRINITY_DN42552_c0_g1__TRINITY_DN42552_c0_g1_i3__g.31060__m.31060, CRCR_TRINITY_DN42552_c0_g1__TRINITY_DN42552_c0_g1_i3__g.31061__m.31061, CRCR_TRINITY_DN42552_c0_g1__TRINITY_DN42552_c0_g1_i4__g.31062__m.31062, CRCR_TRINITY_DN42552_c0_g1__TRINITY_DN42552_c0_g1_i5__g.31063__m.31063	CRFI_TRINITYb_DN23946_c0_g1__TRINITYb_DN23946_c0_g1_i1__g.18685__m.18685, CRFI_TRINITYb_DN23946_c0_g1__TRINITYb_DN23946_c0_g1_i2__g.18686__m.18686
OG0000301	CRCR_TRINITY_DN42667_c0_g1__TRINITY_DN42667_c0_g1_i1__g.39687__m.39687, CRCR_TRINITY_DN42667_c0_g1__TRINITY_DN42667_c0_g1_i2__g.39688__m.39688, CRCR_TRINITY_DN42667_c0_g1__TRINITY_DN42667_c0_g1_i3__g.39689__m.39689, CRCR_TRINITY_DN42667_c0_g1__TRINITY_DN42667_c0_g1_i4__g.39690__m.39690, CRCR_TRINITY_DN42667_c0_g1__TRINITY_DN42667_c0_g1_i6__g.39691__m.39691, CRCR_TRINITY_DN42667_c0_g1__TRINITY_DN42667_c0_g1_i7__g.39692__m.39692	CRFI_TRINITYb_DN20956_c0_g1__TRINITYb_DN20956_c0_g1_i1__g.7435__m.7435, CRFI_TRINITYb_DN20956_c0_g1__TRINITYb_DN20956_c0_g1_i2__g.7436__m.7436
