Orthogroup	CRCR_fixednames	CRFI_fixednames
OG0016692	CRCR_TRINITY_DN101250_c0_g1__TRINITY_DN101250_c0_g1_i1__g.725__m.725	
OG0016693	CRCR_TRINITY_DN101251_c0_g1__TRINITY_DN101251_c0_g1_i1__g.727__m.727	
OG0016694	CRCR_TRINITY_DN101265_c0_g1__TRINITY_DN101265_c0_g1_i1__g.722__m.722	
OG0016695	CRCR_TRINITY_DN101344_c0_g1__TRINITY_DN101344_c0_g1_i1__g.847__m.847	
OG0016696	CRCR_TRINITY_DN10135_c0_g1__TRINITY_DN10135_c0_g1_i1__g.55338__m.55338	
OG0016697	CRCR_TRINITY_DN101489_c0_g1__TRINITY_DN101489_c0_g1_i1__g.680__m.680	
OG0016698	CRCR_TRINITY_DN101516_c0_g1__TRINITY_DN101516_c0_g1_i1__g.883__m.883	
OG0016699	CRCR_TRINITY_DN101641_c0_g1__TRINITY_DN101641_c0_g1_i1__g.332__m.332	
OG0016700	CRCR_TRINITY_DN1016_c0_g1__TRINITY_DN1016_c0_g1_i1__g.7452__m.7452	
OG0016701	CRCR_TRINITY_DN101708_c0_g1__TRINITY_DN101708_c0_g1_i1__g.349__m.349	
OG0016702	CRCR_TRINITY_DN101713_c0_g1__TRINITY_DN101713_c0_g1_i1__g.350__m.350	
OG0016703	CRCR_TRINITY_DN101740_c0_g1__TRINITY_DN101740_c0_g1_i1__g.351__m.351	
OG0016704	CRCR_TRINITY_DN101894_c0_g1__TRINITY_DN101894_c0_g1_i1__g.1062__m.1062	
OG0016705	CRCR_TRINITY_DN10201_c0_g2__TRINITY_DN10201_c0_g2_i1__g.28134__m.28134	
OG0016706	CRCR_TRINITY_DN10204_c0_g1__TRINITY_DN10204_c0_g1_i1__g.28127__m.28127	
OG0016707	CRCR_TRINITY_DN102087_c0_g1__TRINITY_DN102087_c0_g1_i1__g.242__m.242	
OG0016708	CRCR_TRINITY_DN102280_c0_g1__TRINITY_DN102280_c0_g1_i1__g.294__m.294	
OG0016709	CRCR_TRINITY_DN102360_c0_g1__TRINITY_DN102360_c0_g1_i1__g.14__m.14	
OG0016710	CRCR_TRINITY_DN102399_c0_g1__TRINITY_DN102399_c0_g1_i1__g.13__m.13	
OG0016711	CRCR_TRINITY_DN10241_c0_g2__TRINITY_DN10241_c0_g2_i1__g.28138__m.28138	
OG0016712	CRCR_TRINITY_DN102555_c0_g1__TRINITY_DN102555_c0_g1_i1__g.659__m.659	
OG0016713	CRCR_TRINITY_DN10289_c0_g1__TRINITY_DN10289_c0_g1_i1__g.28131__m.28131	
OG0016714	CRCR_TRINITY_DN102954_c0_g1__TRINITY_DN102954_c0_g1_i1__g.658__m.658	
OG0016715	CRCR_TRINITY_DN103203_c0_g1__TRINITY_DN103203_c0_g1_i1__g.560__m.560	
OG0016716	CRCR_TRINITY_DN103260_c0_g1__TRINITY_DN103260_c0_g1_i1__g.557__m.557	
OG0016717	CRCR_TRINITY_DN103371_c0_g1__TRINITY_DN103371_c0_g1_i1__g.1058__m.1058	
OG0016718	CRCR_TRINITY_DN10354_c0_g1__TRINITY_DN10354_c0_g1_i1__g.21826__m.21826	
OG0016719	CRCR_TRINITY_DN10354_c0_g1__TRINITY_DN10354_c0_g1_i1__g.21824__m.21824	
OG0016720	CRCR_TRINITY_DN10358_c0_g1__TRINITY_DN10358_c0_g1_i2__g.21818__m.21818	
OG0016721	CRCR_TRINITY_DN10365_c0_g1__TRINITY_DN10365_c0_g1_i1__g.21822__m.21822	
OG0016722	CRCR_TRINITY_DN10383_c0_g1__TRINITY_DN10383_c0_g1_i1__g.21817__m.21817	
OG0016723	CRCR_TRINITY_DN1038_c0_g1__TRINITY_DN1038_c0_g1_i1__g.7451__m.7451	
OG0016724	CRCR_TRINITY_DN10427_c0_g2__TRINITY_DN10427_c0_g2_i1__g.7789__m.7789	
OG0016725	CRCR_TRINITY_DN104348_c0_g1__TRINITY_DN104348_c0_g1_i1__g.76__m.76	
OG0016726	CRCR_TRINITY_DN104380_c0_g1__TRINITY_DN104380_c0_g1_i1__g.75__m.75	
OG0016727	CRCR_TRINITY_DN10465_c0_g1__TRINITY_DN10465_c0_g1_i1__g.7785__m.7785	
OG0016728	CRCR_TRINITY_DN10471_c0_g2__TRINITY_DN10471_c0_g2_i1__g.7774__m.7774	
OG0016729	CRCR_TRINITY_DN10474_c0_g1__TRINITY_DN10474_c0_g1_i1__g.7782__m.7782	
OG0016730	CRCR_TRINITY_DN105114_c0_g1__TRINITY_DN105114_c0_g1_i1__g.802__m.802	
OG0016731	CRCR_TRINITY_DN10516_c0_g1__TRINITY_DN10516_c0_g1_i1__g.9431__m.9431	
OG0016732	CRCR_TRINITY_DN105529_c0_g1__TRINITY_DN105529_c0_g1_i1__g.46__m.46	
OG0016733	CRCR_TRINITY_DN10552_c0_g1__TRINITY_DN10552_c0_g1_i1__g.9423__m.9423	
OG0016734	CRCR_TRINITY_DN105568_c0_g1__TRINITY_DN105568_c0_g1_i1__g.52__m.52	
OG0016735	CRCR_TRINITY_DN105576_c0_g1__TRINITY_DN105576_c0_g1_i1__g.57__m.57	
OG0016736	CRCR_TRINITY_DN105598_c0_g1__TRINITY_DN105598_c0_g1_i1__g.62__m.62	
OG0016737	CRCR_TRINITY_DN105599_c0_g1__TRINITY_DN105599_c0_g1_i1__g.55__m.55	
OG0016738	CRCR_TRINITY_DN1055_c1_g1__TRINITY_DN1055_c1_g1_i1__g.7447__m.7447	
OG0016739	CRCR_TRINITY_DN105624_c0_g1__TRINITY_DN105624_c0_g1_i1__g.415__m.415	
OG0016740	CRCR_TRINITY_DN105625_c0_g1__TRINITY_DN105625_c0_g1_i1__g.446__m.446	
OG0016741	CRCR_TRINITY_DN105627_c0_g1__TRINITY_DN105627_c0_g1_i1__g.440__m.440	
OG0016742	CRCR_TRINITY_DN105631_c0_g1__TRINITY_DN105631_c0_g1_i1__g.431__m.431	
OG0016743	CRCR_TRINITY_DN10563_c0_g1__TRINITY_DN10563_c0_g1_i1__g.9435__m.9435	
OG0016744	CRCR_TRINITY_DN105640_c0_g1__TRINITY_DN105640_c0_g1_i1__g.443__m.443	
OG0016745	CRCR_TRINITY_DN105640_c0_g1__TRINITY_DN105640_c0_g1_i1__g.444__m.444	
OG0016746	CRCR_TRINITY_DN10564_c0_g1__TRINITY_DN10564_c0_g1_i1__g.9432__m.9432	
OG0016747	CRCR_TRINITY_DN105657_c0_g1__TRINITY_DN105657_c0_g1_i1__g.441__m.441	
OG0016748	CRCR_TRINITY_DN105668_c0_g1__TRINITY_DN105668_c0_g1_i1__g.406__m.406	
OG0016749	CRCR_TRINITY_DN105677_c0_g1__TRINITY_DN105677_c0_g1_i1__g.433__m.433	
OG0016750	CRCR_TRINITY_DN105679_c0_g1__TRINITY_DN105679_c0_g1_i1__g.448__m.448	
OG0016751	CRCR_TRINITY_DN105698_c0_g1__TRINITY_DN105698_c0_g1_i1__g.407__m.407	
OG0016752	CRCR_TRINITY_DN105706_c0_g1__TRINITY_DN105706_c0_g1_i1__g.735__m.735	
OG0016753	CRCR_TRINITY_DN105722_c0_g1__TRINITY_DN105722_c0_g1_i1__g.753__m.753	
OG0016754	CRCR_TRINITY_DN105733_c0_g1__TRINITY_DN105733_c0_g1_i1__g.744__m.744	
OG0016755	CRCR_TRINITY_DN105741_c0_g1__TRINITY_DN105741_c0_g1_i1__g.737__m.737	
OG0016756	CRCR_TRINITY_DN105750_c1_g1__TRINITY_DN105750_c1_g1_i1__g.743__m.743	
OG0016757	CRCR_TRINITY_DN105759_c0_g1__TRINITY_DN105759_c0_g1_i1__g.745__m.745	
OG0016758	CRCR_TRINITY_DN105765_c0_g1__TRINITY_DN105765_c0_g1_i1__g.751__m.751	
OG0016759	CRCR_TRINITY_DN105794_c0_g1__TRINITY_DN105794_c0_g1_i1__g.747__m.747	
OG0016760	CRCR_TRINITY_DN105797_c0_g1__TRINITY_DN105797_c0_g1_i1__g.749__m.749	
OG0016761	CRCR_TRINITY_DN10580_c0_g1__TRINITY_DN10580_c0_g1_i1__g.9427__m.9427	
OG0016762	CRCR_TRINITY_DN10580_c1_g1__TRINITY_DN10580_c1_g1_i1__g.9428__m.9428	
OG0016763	CRCR_TRINITY_DN105827_c0_g1__TRINITY_DN105827_c0_g1_i1__g.845__m.845	
OG0016764	CRCR_TRINITY_DN105832_c0_g1__TRINITY_DN105832_c0_g1_i1__g.844__m.844	
OG0016765	CRCR_TRINITY_DN105846_c0_g1__TRINITY_DN105846_c0_g1_i1__g.843__m.843	
OG0016766	CRCR_TRINITY_DN105852_c0_g1__TRINITY_DN105852_c0_g1_i1__g.835__m.835	
OG0016767	CRCR_TRINITY_DN105872_c0_g1__TRINITY_DN105872_c0_g1_i1__g.833__m.833	
OG0016768	CRCR_TRINITY_DN105900_c0_g1__TRINITY_DN105900_c0_g1_i1__g.836__m.836	
OG0016769	CRCR_TRINITY_DN105950_c0_g1__TRINITY_DN105950_c0_g1_i1__g.224__m.224	
OG0016770	CRCR_TRINITY_DN105972_c0_g1__TRINITY_DN105972_c0_g1_i1__g.227__m.227	
OG0016771	CRCR_TRINITY_DN105987_c0_g1__TRINITY_DN105987_c0_g1_i1__g.216__m.216	
OG0016772	CRCR_TRINITY_DN105999_c0_g1__TRINITY_DN105999_c0_g1_i1__g.229__m.229	
OG0016773	CRCR_TRINITY_DN105_c0_g1__TRINITY_DN105_c0_g1_i1__g.10911__m.10911	
OG0016774	CRCR_TRINITY_DN106019_c0_g1__TRINITY_DN106019_c0_g1_i1__g.703__m.703	
OG0016775	CRCR_TRINITY_DN106030_c0_g1__TRINITY_DN106030_c0_g1_i1__g.689__m.689	
OG0016776	CRCR_TRINITY_DN106052_c0_g1__TRINITY_DN106052_c0_g1_i1__g.687__m.687	
OG0016777	CRCR_TRINITY_DN106055_c0_g1__TRINITY_DN106055_c0_g1_i1__g.693__m.693	
OG0016778	CRCR_TRINITY_DN106063_c0_g1__TRINITY_DN106063_c0_g1_i1__g.702__m.702	
OG0016779	CRCR_TRINITY_DN106065_c0_g1__TRINITY_DN106065_c0_g1_i1__g.686__m.686	
OG0016780	CRCR_TRINITY_DN10609_c0_g1__TRINITY_DN10609_c0_g1_i1__g.11637__m.11637	
OG0016781	CRCR_TRINITY_DN106101_c0_g1__TRINITY_DN106101_c0_g1_i1__g.684__m.684	
OG0016782	CRCR_TRINITY_DN106134_c0_g1__TRINITY_DN106134_c0_g1_i1__g.172__m.172	
OG0016783	CRCR_TRINITY_DN106134_c0_g1__TRINITY_DN106134_c0_g1_i1__g.173__m.173	
OG0016784	CRCR_TRINITY_DN106150_c0_g1__TRINITY_DN106150_c0_g1_i1__g.159__m.159	
OG0016785	CRCR_TRINITY_DN106198_c0_g1__TRINITY_DN106198_c0_g1_i1__g.166__m.166	
OG0016786	CRCR_TRINITY_DN106207_c0_g1__TRINITY_DN106207_c0_g1_i1__g.953__m.953	
OG0016787	CRCR_TRINITY_DN106208_c0_g1__TRINITY_DN106208_c0_g1_i1__g.918__m.918	
OG0016788	CRCR_TRINITY_DN106213_c0_g1__TRINITY_DN106213_c0_g1_i1__g.930__m.930	
OG0016789	CRCR_TRINITY_DN106218_c0_g1__TRINITY_DN106218_c0_g1_i1__g.942__m.942	
OG0016790	CRCR_TRINITY_DN106230_c0_g1__TRINITY_DN106230_c0_g1_i1__g.944__m.944	
OG0016791	CRCR_TRINITY_DN106252_c0_g1__TRINITY_DN106252_c0_g1_i1__g.921__m.921	
OG0016792	CRCR_TRINITY_DN106268_c0_g1__TRINITY_DN106268_c0_g1_i1__g.947__m.947	
OG0016793	CRCR_TRINITY_DN106296_c0_g1__TRINITY_DN106296_c0_g1_i1__g.941__m.941	
OG0016794	CRCR_TRINITY_DN106298_c0_g1__TRINITY_DN106298_c0_g1_i1__g.923__m.923	
OG0016795	CRCR_TRINITY_DN106341_c0_g1__TRINITY_DN106341_c0_g1_i1__g.991__m.991	
OG0016796	CRCR_TRINITY_DN106350_c0_g1__TRINITY_DN106350_c0_g1_i1__g.1000__m.1000	
OG0016797	CRCR_TRINITY_DN106374_c0_g1__TRINITY_DN106374_c0_g1_i1__g.999__m.999	
OG0016798	CRCR_TRINITY_DN106421_c0_g1__TRINITY_DN106421_c0_g1_i1__g.482__m.482	
OG0016799	CRCR_TRINITY_DN106425_c0_g1__TRINITY_DN106425_c0_g1_i1__g.480__m.480	
OG0016800	CRCR_TRINITY_DN106443_c0_g1__TRINITY_DN106443_c0_g1_i1__g.473__m.473	
OG0016801	CRCR_TRINITY_DN106455_c0_g1__TRINITY_DN106455_c0_g1_i1__g.475__m.475	
OG0016802	CRCR_TRINITY_DN106499_c0_g1__TRINITY_DN106499_c0_g1_i1__g.470__m.470	
OG0016803	CRCR_TRINITY_DN106514_c0_g1__TRINITY_DN106514_c0_g1_i1__g.373__m.373	
OG0016804	CRCR_TRINITY_DN10653_c0_g1__TRINITY_DN10653_c0_g1_i1__g.11659__m.11659	
OG0016805	CRCR_TRINITY_DN106557_c0_g1__TRINITY_DN106557_c0_g1_i1__g.368__m.368	
OG0016806	CRCR_TRINITY_DN10655_c0_g1__TRINITY_DN10655_c0_g1_i1__g.11643__m.11643	
OG0016807	CRCR_TRINITY_DN106589_c0_g1__TRINITY_DN106589_c0_g1_i1__g.371__m.371	
OG0016808	CRCR_TRINITY_DN106608_c0_g1__TRINITY_DN106608_c0_g1_i1__g.651__m.651	
OG0016809	CRCR_TRINITY_DN10660_c0_g1__TRINITY_DN10660_c0_g1_i1__g.11638__m.11638	
OG0016810	CRCR_TRINITY_DN106613_c0_g1__TRINITY_DN106613_c0_g1_i1__g.634__m.634	
OG0016811	CRCR_TRINITY_DN106643_c0_g1__TRINITY_DN106643_c0_g1_i1__g.649__m.649	
OG0016812	CRCR_TRINITY_DN106657_c0_g1__TRINITY_DN106657_c0_g1_i1__g.652__m.652	
OG0016813	CRCR_TRINITY_DN106675_c0_g1__TRINITY_DN106675_c0_g1_i1__g.653__m.653	
OG0016814	CRCR_TRINITY_DN106687_c0_g1__TRINITY_DN106687_c0_g1_i1__g.636__m.636	
OG0016815	CRCR_TRINITY_DN10669_c0_g1__TRINITY_DN10669_c0_g1_i1__g.11641__m.11641	
OG0016816	CRCR_TRINITY_DN106704_c0_g1__TRINITY_DN106704_c0_g1_i1__g.93__m.93	
OG0016817	CRCR_TRINITY_DN10673_c0_g1__TRINITY_DN10673_c0_g1_i1__g.11651__m.11651	
OG0016818	CRCR_TRINITY_DN106752_c0_g1__TRINITY_DN106752_c0_g1_i1__g.85__m.85	
OG0016819	CRCR_TRINITY_DN1067_c0_g1__TRINITY_DN1067_c0_g1_i1__g.7456__m.7456	
OG0016820	CRCR_TRINITY_DN106856_c0_g1__TRINITY_DN106856_c0_g1_i1__g.1091__m.1091	
OG0016821	CRCR_TRINITY_DN106872_c0_g1__TRINITY_DN106872_c0_g1_i1__g.1093__m.1093	
OG0016822	CRCR_TRINITY_DN106898_c0_g1__TRINITY_DN106898_c0_g1_i1__g.1085__m.1085	
OG0016823	CRCR_TRINITY_DN106909_c0_g1__TRINITY_DN106909_c0_g1_i1__g.506__m.506	
OG0016824	CRCR_TRINITY_DN106920_c0_g1__TRINITY_DN106920_c0_g1_i1__g.511__m.511	
OG0016825	CRCR_TRINITY_DN106925_c0_g1__TRINITY_DN106925_c0_g1_i1__g.520__m.520	
OG0016826	CRCR_TRINITY_DN106930_c0_g1__TRINITY_DN106930_c0_g1_i1__g.504__m.504	
OG0016827	CRCR_TRINITY_DN106931_c0_g1__TRINITY_DN106931_c0_g1_i1__g.508__m.508	
OG0016828	CRCR_TRINITY_DN106942_c0_g1__TRINITY_DN106942_c0_g1_i1__g.513__m.513	
OG0016829	CRCR_TRINITY_DN10694_c0_g1__TRINITY_DN10694_c0_g1_i1__g.11671__m.11671	
OG0016830	CRCR_TRINITY_DN106963_c0_g1__TRINITY_DN106963_c0_g1_i1__g.510__m.510	
OG0016831	CRCR_TRINITY_DN106977_c0_g1__TRINITY_DN106977_c0_g1_i1__g.515__m.515	
OG0016832	CRCR_TRINITY_DN10698_c0_g1__TRINITY_DN10698_c0_g1_i1__g.11666__m.11666	
OG0016833	CRCR_TRINITY_DN107004_c0_g1__TRINITY_DN107004_c0_g1_i1__g.118__m.118	
OG0016834	CRCR_TRINITY_DN107004_c0_g1__TRINITY_DN107004_c0_g1_i1__g.120__m.120	
OG0016835	CRCR_TRINITY_DN107033_c0_g1__TRINITY_DN107033_c0_g1_i1__g.124__m.124	
OG0016836	CRCR_TRINITY_DN107039_c0_g1__TRINITY_DN107039_c0_g1_i1__g.114__m.114	
OG0016837	CRCR_TRINITY_DN107079_c0_g1__TRINITY_DN107079_c0_g1_i1__g.132__m.132	
OG0016838	CRCR_TRINITY_DN107086_c0_g1__TRINITY_DN107086_c0_g1_i1__g.133__m.133	
OG0016839	CRCR_TRINITY_DN107099_c0_g1__TRINITY_DN107099_c0_g1_i1__g.126__m.126	
OG0016840	CRCR_TRINITY_DN107120_c0_g1__TRINITY_DN107120_c0_g1_i1__g.801__m.801	
OG0016841	CRCR_TRINITY_DN10713_c0_g1__TRINITY_DN10713_c0_g1_i1__g.51482__m.51482	
OG0016842	CRCR_TRINITY_DN107141_c0_g1__TRINITY_DN107141_c0_g1_i1__g.789__m.789	
OG0016843	CRCR_TRINITY_DN107171_c0_g1__TRINITY_DN107171_c0_g1_i1__g.788__m.788	
OG0016844	CRCR_TRINITY_DN10718_c0_g1__TRINITY_DN10718_c0_g1_i1__g.51449__m.51449	
OG0016845	CRCR_TRINITY_DN107208_c0_g1__TRINITY_DN107208_c0_g1_i1__g.975__m.975	
OG0016846	CRCR_TRINITY_DN107222_c0_g1__TRINITY_DN107222_c0_g1_i1__g.987__m.987	
OG0016847	CRCR_TRINITY_DN107243_c0_g1__TRINITY_DN107243_c0_g1_i1__g.974__m.974	
OG0016848	CRCR_TRINITY_DN107249_c0_g1__TRINITY_DN107249_c0_g1_i1__g.983__m.983	
OG0016849	CRCR_TRINITY_DN107251_c0_g1__TRINITY_DN107251_c0_g1_i1__g.977__m.977	
OG0016850	CRCR_TRINITY_DN107294_c0_g1__TRINITY_DN107294_c0_g1_i1__g.978__m.978	
OG0016851	CRCR_TRINITY_DN107318_c0_g1__TRINITY_DN107318_c0_g1_i1__g.266__m.266	
OG0016852	CRCR_TRINITY_DN107331_c0_g1__TRINITY_DN107331_c0_g1_i1__g.271__m.271	
OG0016853	CRCR_TRINITY_DN107370_c0_g1__TRINITY_DN107370_c0_g1_i1__g.282__m.282	
OG0016854	CRCR_TRINITY_DN107399_c0_g1__TRINITY_DN107399_c0_g1_i1__g.264__m.264	
OG0016855	CRCR_TRINITY_DN107456_c0_g1__TRINITY_DN107456_c0_g1_i1__g.762__m.762	
OG0016856	CRCR_TRINITY_DN107462_c0_g1__TRINITY_DN107462_c0_g1_i1__g.756__m.756	
OG0016857	CRCR_TRINITY_DN107557_c0_g1__TRINITY_DN107557_c0_g1_i1__g.206__m.206	
OG0016858	CRCR_TRINITY_DN10756_c0_g1__TRINITY_DN10756_c0_g1_i1__g.51446__m.51446	
OG0016859	CRCR_TRINITY_DN107599_c0_g1__TRINITY_DN107599_c0_g1_i1__g.214__m.214	
OG0016860	CRCR_TRINITY_DN10768_c0_g1__TRINITY_DN10768_c0_g1_i1__g.51472__m.51472	
OG0016861	CRCR_TRINITY_DN107709_c0_g1__TRINITY_DN107709_c0_g1_i1__g.304__m.304	
OG0016862	CRCR_TRINITY_DN107714_c0_g1__TRINITY_DN107714_c0_g1_i1__g.308__m.308	
OG0016863	CRCR_TRINITY_DN107775_c0_g1__TRINITY_DN107775_c0_g1_i1__g.299__m.299	
OG0016864	CRCR_TRINITY_DN107806_c0_g1__TRINITY_DN107806_c0_g1_i1__g.872__m.872	
OG0016865	CRCR_TRINITY_DN107854_c0_g1__TRINITY_DN107854_c0_g1_i1__g.879__m.879	
OG0016866	CRCR_TRINITY_DN10786_c0_g1__TRINITY_DN10786_c0_g1_i1__g.51485__m.51485	
OG0016867	CRCR_TRINITY_DN107870_c0_g1__TRINITY_DN107870_c0_g1_i1__g.877__m.877	
OG0016868	CRCR_TRINITY_DN107918_c0_g1__TRINITY_DN107918_c0_g1_i1__g.622__m.622	
OG0016869	CRCR_TRINITY_DN10791_c0_g1__TRINITY_DN10791_c0_g1_i1__g.51477__m.51477	
OG0016870	CRCR_TRINITY_DN107922_c0_g1__TRINITY_DN107922_c0_g1_i1__g.616__m.616	
OG0016871	CRCR_TRINITY_DN107966_c0_g1__TRINITY_DN107966_c0_g1_i1__g.621__m.621	
OG0016872	CRCR_TRINITY_DN107999_c0_g1__TRINITY_DN107999_c0_g1_i1__g.613__m.613	
OG0016873	CRCR_TRINITY_DN108028_c0_g1__TRINITY_DN108028_c0_g1_i1__g.145__m.145	
OG0016874	CRCR_TRINITY_DN108037_c0_g1__TRINITY_DN108037_c0_g1_i1__g.150__m.150	
OG0016875	CRCR_TRINITY_DN108078_c0_g1__TRINITY_DN108078_c0_g1_i1__g.152__m.152	
OG0016876	CRCR_TRINITY_DN10808_c0_g1__TRINITY_DN10808_c0_g1_i1__g.51677__m.51677	
OG0016877	CRCR_TRINITY_DN108098_c0_g2__TRINITY_DN108098_c0_g2_i1__g.147__m.147	
OG0016878	CRCR_TRINITY_DN108165_c0_g1__TRINITY_DN108165_c0_g1_i1__g.336__m.336	
OG0016879	CRCR_TRINITY_DN10821_c0_g1__TRINITY_DN10821_c0_g1_i1__g.51694__m.51694	
OG0016880	CRCR_TRINITY_DN108229_c0_g1__TRINITY_DN108229_c0_g1_i1__g.822__m.822	
OG0016881	CRCR_TRINITY_DN10823_c0_g1__TRINITY_DN10823_c0_g1_i1__g.51688__m.51688	
OG0016882	CRCR_TRINITY_DN108279_c0_g1__TRINITY_DN108279_c0_g1_i1__g.825__m.825	
OG0016883	CRCR_TRINITY_DN108328_c0_g1__TRINITY_DN108328_c0_g1_i1__g.593__m.593	
OG0016884	CRCR_TRINITY_DN10833_c0_g2__TRINITY_DN10833_c0_g2_i1__g.51686__m.51686	
OG0016885	CRCR_TRINITY_DN108394_c0_g1__TRINITY_DN108394_c0_g1_i1__g.594__m.594	
OG0016886	CRCR_TRINITY_DN10841_c0_g1__TRINITY_DN10841_c0_g1_i1__g.51692__m.51692	
OG0016887	CRCR_TRINITY_DN10841_c0_g1__TRINITY_DN10841_c0_g1_i1__g.51691__m.51691	
OG0016888	CRCR_TRINITY_DN10841_c0_g1__TRINITY_DN10841_c0_g1_i1__g.51693__m.51693	
OG0016889	CRCR_TRINITY_DN108472_c0_g1__TRINITY_DN108472_c0_g1_i1__g.603__m.603	
OG0016890	CRCR_TRINITY_DN10851_c0_g1__TRINITY_DN10851_c0_g1_i1__g.51696__m.51696	
OG0016891	CRCR_TRINITY_DN108553_c0_g1__TRINITY_DN108553_c0_g1_i1__g.401__m.401	
OG0016892	CRCR_TRINITY_DN108569_c0_g1__TRINITY_DN108569_c0_g1_i1__g.402__m.402	
OG0016893	CRCR_TRINITY_DN108655_c0_g1__TRINITY_DN108655_c0_g1_i1__g.967__m.967	
OG0016894	CRCR_TRINITY_DN108681_c0_g1__TRINITY_DN108681_c0_g1_i1__g.971__m.971	
OG0016895	CRCR_TRINITY_DN108689_c0_g1__TRINITY_DN108689_c0_g1_i1__g.970__m.970	
OG0016896	CRCR_TRINITY_DN108715_c0_g1__TRINITY_DN108715_c0_g1_i1__g.893__m.893	
OG0016897	CRCR_TRINITY_DN108761_c0_g1__TRINITY_DN108761_c0_g1_i1__g.897__m.897	
OG0016898	CRCR_TRINITY_DN108814_c0_g1__TRINITY_DN108814_c0_g1_i1__g.391__m.391	
OG0016899	CRCR_TRINITY_DN108855_c0_g1__TRINITY_DN108855_c0_g1_i1__g.387__m.387	
OG0016900	CRCR_TRINITY_DN108863_c0_g1__TRINITY_DN108863_c0_g1_i1__g.386__m.386	
OG0016901	CRCR_TRINITY_DN108903_c0_g1__TRINITY_DN108903_c0_g1_i1__g.465__m.465	
OG0016902	CRCR_TRINITY_DN108915_c0_g1__TRINITY_DN108915_c0_g1_i1__g.455__m.455	
OG0016903	CRCR_TRINITY_DN108919_c0_g1__TRINITY_DN108919_c0_g1_i1__g.456__m.456	
OG0016904	CRCR_TRINITY_DN108944_c0_g1__TRINITY_DN108944_c0_g1_i1__g.458__m.458	
OG0016905	CRCR_TRINITY_DN108983_c0_g1__TRINITY_DN108983_c0_g1_i1__g.452__m.452	
OG0016906	CRCR_TRINITY_DN109019_c0_g1__TRINITY_DN109019_c0_g1_i1__g.248__m.248	
